year,S_w_mm,T_spr_C,P_s_mm,SDI
1980,69.0000,7.3000,452.9000,1.1124
1981,63.6000,8.8100,330.3000,1.6954
1982,33.7000,8.4200,299.7000,0.9463
1983,28.2000,9.2200,567.9000,0.4580
1984,46.9000,6.6700,562.0000,0.5567
1985,42.9000,7.7400,784.8000,0.4229
1986,42.0000,7.8200,739.7000,0.4438
1987,74.8000,7.1100,428.5000,1.2416
1988,58.8000,6.9000,453.7000,0.8936
1989,19.6000,9.4900,395.9000,0.4695
1990,79.6000,8.7800,397.4000,1.7592
1991,28.7000,7.8500,586.6000,0.3842
1992,21.9000,8.5800,337.0000,0.5574
1993,31.0000,8.5400,692.1000,0.3825
1994,25.7000,8.6600,689.6000,0.3226
1995,21.3000,7.8400,799.2000,0.2089
1996,31.3000,8.0300,557.3000,0.4507
1997,47.0000,8.8100,282.0000,1.4685
1998,55.1000,10.8500,663.5000,0.9012
1999,68.7000,8.1400,342.8000,1.6307
2000,97.1000,8.5900,233.5000,3.5689
2001,41.3000,8.9800,528.1000,0.7018
2002,37.2000,10.6600,425.8000,0.9312
2003,44.0000,9.6400,499.0000,0.8498
2004,85.2000,9.0000,507.0000,1.5114
2005,39.2000,7.7400,629.5000,0.4818
2006,56.8000,7.7300,603.8000,0.7269
2007,78.9000,7.8900,430.0000,1.4466
2008,47.2000,9.8700,504.5000,0.9228
2009,76.7000,9.1900,303.2000,2.3243
2010,114.7000,6.3400,649.3000,1.1198
2011,9.7000,7.9700,315.9000,0.2446
2012,57.5000,8.7500,563.1000,0.8931
2013,88.5000,7.0600,666.6000,0.9376
2014,38.4000,9.7200,365.1000,1.0226
2015,77.8000,9.0200,304.5000,2.3043
2016,24.7000,9.6600,635.5000,0.3755
2017,24.9000,9.9400,358.1000,0.6911
2018,61.4000,10.0100,379.7000,1.6175
2019,37.1000,9.7700,535.6700,0.6764
