year,S_w_mm,T_spr_C,P_s_mm,SDI
1980,20.8000,9.9200,331.4000,0.6223
1981,25.9000,10.6600,366.8000,0.7523
1982,35.7000,9.6600,251.0000,1.3737
1983,26.4000,8.8200,335.5000,0.6937
1984,37.7000,9.7600,284.4000,1.2936
1985,29.9000,9.4600,175.7000,1.6093
1986,36.9000,9.5700,284.5000,1.2407
1987,37.9000,9.7500,265.6000,1.3914
1988,83.7000,8.6800,508.0000,1.4294
1989,71.0000,9.0900,273.9000,2.3566
1990,49.0000,9.4200,346.4000,1.3318
1991,39.3000,9.0200,136.2000,2.6013
1992,33.5000,10.3500,336.8000,1.0291
1993,55.1000,9.3200,318.7000,1.6109
1994,63.2000,10.5600,201.1000,3.3177
1995,13.2000,10.6800,201.3000,0.6999
1996,56.2000,9.0500,358.6000,1.4178
1997,23.7000,11.4900,181.2000,1.5026
1998,39.1000,10.6200,337.0000,1.2324
1999,16.0000,11.1200,223.6000,0.7956
2000,26.1000,12.1300,293.6000,1.0783
2001,45.8000,11.0000,184.6000,2.7287
2002,40.2000,10.6500,226.2000,1.8913
2003,43.0000,10.4200,544.0000,0.8235
2004,19.1000,12.0400,266.8000,0.8613
2005,14.8000,11.5600,191.5000,0.8928
2006,34.8000,11.9200,287.3000,1.4438
2007,62.0000,11.6500,271.3000,2.6624
2008,41.2000,11.8900,306.1000,1.6000
2009,34.3000,11.4300,250.3000,1.5660
2010,44.6000,10.3700,414.1000,1.1165
2011,39.6000,10.3600,261.3000,1.5693
2012,25.7000,10.9600,214.7000,1.3113
2013,5.5000,12.7000,319.9000,0.2183
2014,27.2000,11.0300,269.5000,1.1129
2015,35.9000,11.2100,334.7000,1.2018
2016,22.8000,11.7800,280.8000,0.9559
2017,66.7000,11.1000,381.3500,1.9404
2018,50.8000,13.0600,437.0000,1.5174
2019,21.8000,11.9500,336.6000,0.7735
