year,S_w_mm,T_spr_C,P_s_mm,SDI
1980,34.6000,11.8800,348.9000,1.1777
1981,9.1000,14.0500,625.4000,0.2044
1982,1.4000,13.9600,257.5000,0.0759
1983,13.7000,13.3300,276.4000,0.6607
1984,22.6000,11.9300,429.4000,0.6278
1985,27.3000,11.7200,419.2000,0.7628
1986,17.1000,13.0800,225.6000,0.9914
1987,12.0000,12.1400,384.8000,0.3786
1988,10.7000,12.3800,502.2000,0.2637
1989,19.1000,14.2900,227.5000,1.1990
1990,60.6000,12.8400,311.5000,2.4963
1991,21.9000,11.7600,490.4000,0.5251
1992,7.2000,13.2500,290.4000,0.3285
1993,8.3000,13.4000,320.6000,0.3469
1994,8.6000,13.4400,381.6000,0.3028
1995,9.7000,13.2200,754.1000,0.1701
1996,1.2000,13.2700,349.0000,0.0456
1997,55.9000,13.6400,172.1000,4.4286
1998,46.1000,14.1900,390.2000,1.6762
1999,0.8000,13.2300,153.7000,0.0688
2000,14.3000,14.3900,468.5000,0.4390
2001,31.6000,14.6200,247.1000,1.8691
2002,9.2000,15.2700,273.5000,0.5134
2003,8.3000,14.2300,338.6000,0.3488
2004,25.7000,14.2200,404.6000,0.9029
2005,12.6000,13.8400,375.8000,0.4639
2006,12.2000,13.5300,573.9000,0.2875
2007,49.9000,13.9300,244.0000,2.8471
2008,7.3000,15.0200,395.1000,0.2774
2009,29.7000,14.7200,413.8000,1.0564
2010,27.4000,12.1500,515.8000,0.6455
2011,15.6000,13.9300,362.6000,0.5992
2012,20.9000,14.1400,509.5000,0.5798
2013,12.2000,12.4700,396.7000,0.3834
2014,4.4000,15.8600,333.3000,0.2093
2015,16.9000,14.5400,319.5000,0.7690
2016,30.1000,15.3200,516.0000,0.8937
2017,2.6000,15.8200,364.5000,0.1128
2018,9.2000,15.0200,540.0000,0.2558
2019,6.7000,15.3400,446.9000,0.2299
