year,S_w_mm,T_spr_C,P_s_mm,SDI
1980,39.8000,8.7500,243.5000,1.4296
1981,13.9000,9.4000,269.5000,0.4848
1982,52.0000,7.8400,117.8000,3.4570
1983,70.9000,7.2700,269.7000,1.9103
1984,19.6000,8.1500,374.7000,0.4264
1985,13.3000,8.7800,328.8000,0.3551
1986,26.2000,8.0400,284.3000,0.7407
1987,9.1000,8.7300,203.3000,0.3906
1988,25.5000,7.8300,275.0000,0.7261
1989,26.0000,7.8600,292.7000,0.6975
1990,37.7000,8.2900,236.3000,1.3223
1991,47.8000,8.4400,261.7000,1.5402
1992,26.1000,8.9600,274.1000,0.8529
1993,46.0000,8.5600,240.5000,1.6369
1994,29.4000,8.8700,353.5000,0.7373
1995,29.6000,8.2400,316.6000,0.7706
1996,32.4000,7.4000,259.8000,0.9224
1997,9.7000,9.8300,177.3000,0.5375
1998,13.8000,10.0100,276.5000,0.4996
1999,4.9000,9.5200,323.9000,0.1440
2000,28.8000,9.7300,180.7000,1.5502
2001,24.3000,8.6100,188.7000,1.1076
2002,14.6000,9.3100,165.9000,0.8188
2003,23.3000,9.1800,336.3000,0.6362
2004,40.2000,9.5500,287.8000,1.3339
2005,24.3000,9.0900,211.4000,1.0443
2006,19.1000,8.7400,227.9000,0.7321
2007,18.4000,9.4000,301.3000,0.5738
2008,22.5000,10.2500,275.0000,0.8385
2009,14.7000,9.5800,239.5000,0.5876
2010,15.2000,8.9900,225.0000,0.6068
2011,23.2000,8.4700,206.0000,0.9531
2012,30.1000,9.1000,343.1000,0.7985
2013,14.7000,10.4600,315.6000,0.4868
2014,14.8000,9.3800,253.9000,0.5465
2015,17.2000,9.3200,177.6000,0.9020
2016,6.3000,9.6500,210.7000,0.2884
2017,40.9000,8.4300,278.8000,1.2361
2018,25.0000,10.0800,337.5000,0.7467
2019,16.2000,9.5000,360.8000,0.4263
