year,S_w_mm,T_spr_C,P_s_mm,SDI
1980,13.6000,0.7500,83.0000,0.1226
1981,22.3000,3.4400,206.5000,0.3717
1982,19.2000,2.2900,135.2000,0.3245
1983,12.9000,2.6200,196.4000,0.1722
1984,6.3000,1.5300,123.4000,0.0783
1985,21.5000,1.1300,142.8000,0.1707
1986,13.3000,2.3100,177.3000,0.1730
1987,13.8000,0.9100,181.8000,0.0689
1988,13.8000,0.2800,181.2000,0.0210
1989,15.9000,4.0100,100.3000,0.6347
1990,8.6000,3.9800,220.5000,0.1553
1991,23.7000,1.5300,154.6000,0.2341
1992,19.0000,2.8900,238.0000,0.2305
1993,19.9000,2.5100,208.3000,0.2400
1994,8.9000,2.6700,140.8000,0.1688
1995,6.4000,1.3000,181.6000,0.0457
1996,9.4000,2.5800,289.8000,0.0838
1997,5.7000,3.8100,93.3000,0.2323
1998,10.8000,5.3600,326.2000,0.1775
1999,6.9000,2.8300,182.3000,0.1070
2000,16.2000,3.7500,64.2000,0.9459
2001,12.5000,3.3600,106.6000,0.3941
2002,8.1000,4.8500,127.6000,0.3078
2003,23.2000,3.5200,157.6000,0.5173
2004,10.0000,3.6700,141.0000,0.2599
2005,10.2000,2.6900,90.9000,0.3014
2006,6.7000,2.8300,125.1000,0.1515
2007,14.9000,3.3600,99.6000,0.5021
2008,21.6000,4.5200,192.3000,0.5070
2009,6.9000,4.8600,134.7000,0.2487
2010,17.5000,0.3500,54.5000,0.1132
2011,13.3000,2.5900,113.9000,0.3021
2012,17.0000,2.6000,220.0000,0.2007
2013,5.1000,3.0500,169.9000,0.0914
2014,4.7000,5.3900,75.9000,0.3335
2015,29.7000,4.0400,113.4000,1.0575
2016,9.6000,4.0800,81.3000,0.4816
2017,6.2000,5.6100,89.0000,0.3905
2018,10.6000,5.9700,190.1000,0.3327
2019,58.1000,4.8300,178.4000,1.5737
