year,S_w_mm,T_spr_C,P_s_mm,SDI
1980,63.5000,-3.5000,267.8000,-0.8304
1981,62.5000,-0.5200,316.5000,-0.1019
1982,96.1000,-1.2800,317.6000,-0.3867
1983,47.4000,-0.8500,325.9000,-0.1241
1984,83.2000,-3.0600,268.3000,-0.9498
1985,47.8000,-1.3900,392.6000,-0.1695
1986,73.7000,-1.2000,305.4000,-0.2887
1987,38.7000,-2.7200,187.8000,-0.5599
1988,62.6000,-3.0000,344.1000,-0.5450
1989,53.1000,0.0400,282.8000,0.0075
1990,68.5000,0.9200,460.9000,0.1362
1991,86.7000,-1.4200,280.0000,-0.4387
1992,60.5000,-0.0900,237.6000,-0.0241
1993,35.7000,-0.7500,308.0000,-0.0869
1994,46.3000,-1.2300,388.4000,-0.1465
1995,59.4000,-2.4500,236.8000,-0.6146
1996,36.5000,-0.1900,352.8000,-0.0200
1997,38.7000,0.1000,256.4000,0.0148
1998,74.4000,2.2000,395.4000,0.4145
1999,58.5000,-2.3000,116.8000,-1.1499
2000,60.6000,-0.3800,216.6000,-0.1058
2001,58.5000,-1.8700,207.9000,-0.5246
2002,56.1000,1.1900,272.1000,0.2455
2003,38.3000,0.3100,306.4000,0.0388
2004,77.1000,-1.3700,123.8000,-0.8495
2005,82.3000,-1.9400,229.2000,-0.6979
2006,42.6000,-1.2700,274.5000,-0.1973
2007,65.2000,-0.4600,180.1000,-0.1679
2008,36.4000,1.9600,248.4000,0.2864
2009,60.8000,0.7900,282.7000,0.1699
2010,62.1000,-2.6300,183.8000,-0.8886
2011,30.2000,-1.1500,391.8000,-0.0889
2012,39.4000,-0.7500,402.0000,-0.0731
2013,72.9000,-2.1800,367.8300,-0.4327
2014,28.2000,1.2800,434.1000,0.0829
2015,34.4000,0.5500,447.1000,0.0422
2016,57.8000,0.9500,169.9000,0.3223
2017,63.7000,0.6500,149.2000,0.2769
2018,58.0000,1.8300,277.1000,0.3821
2019,41.6000,1.3400,518.6000,0.1076
