year,S_w_mm,T_spr_C,P_s_mm,SDI
1980,14.9000,7.1100,240.0000,0.4414
1981,54.6000,9.2400,172.3000,2.9275
1982,9.8000,8.5000,157.9000,0.5269
1983,11.5000,9.3400,213.7000,0.5026
1984,17.6000,7.2900,352.8000,0.3635
1985,11.4000,7.9000,422.1000,0.2132
1986,16.0000,9.0100,316.1000,0.4558
1987,22.4000,7.5700,196.7000,0.8611
1988,12.5000,7.4700,148.9000,0.6264
1989,6.5000,10.1900,254.4000,0.2603
1990,44.8000,8.6700,386.5000,1.0046
1991,14.3000,7.5200,302.0000,0.3561
1992,20.0000,8.5900,243.9000,0.7038
1993,3.8000,8.9900,444.6000,0.0768
1994,10.1000,8.4700,556.1000,0.1538
1995,5.3000,8.0500,283.8000,0.1503
1996,9.3000,8.5300,282.9000,0.2803
1997,22.7000,9.2400,208.5000,1.0056
1998,10.7000,10.5100,325.8000,0.3452
1999,36.1000,7.6100,220.3000,1.2466
2000,15.7000,9.3800,167.8000,0.8776
2001,7.5000,9.4600,213.7000,0.3318
2002,5.6000,11.0400,198.1000,0.3120
2003,3.9000,9.8200,254.7000,0.1503
2004,8.9000,9.5400,261.3000,0.3249
2005,3.4000,8.2500,312.6000,0.0897
2006,13.2000,8.1100,318.1000,0.3362
2007,25.1000,8.6900,224.4000,0.9712
2008,3.7000,10.0500,161.7000,0.2298
2009,9.5000,10.0100,179.9000,0.5281
2010,18.2000,6.3600,244.6000,0.4730
2011,5.7000,8.3300,227.0000,0.2090
2012,17.4000,8.8400,228.1000,0.6741
2013,37.1000,7.5400,303.2000,0.9229
2014,3.5000,10.3200,306.5000,0.1178
2015,17.9000,10.2000,281.1000,0.6496
2016,21.1000,10.4200,337.8000,0.6504
2017,0.3000,10.8000,473.3000,0.0068
2018,10.9000,10.3300,207.3000,0.5429
2019,16.9000,10.8600,338.3000,0.5425
