year,S_w_mm,T_spr_C,P_s_mm,SDI
1980,14.0000,4.4600,208.9000,0.2986
1981,23.8000,6.7700,305.8000,0.5267
1982,8.0000,6.5400,198.4000,0.2635
1983,12.5000,7.1300,398.2000,0.2238
1984,5.2000,5.3000,396.4000,0.0696
1985,9.6000,6.9800,399.1000,0.1678
1986,12.5000,6.6100,458.5000,0.1803
1987,14.2000,5.2000,415.6000,0.1777
1988,23.4000,5.5900,384.0000,0.3406
1989,15.9000,7.9200,189.1000,0.6658
1990,25.5000,8.2800,625.2000,0.3378
1991,37.4000,6.4900,448.1000,0.5416
1992,5.8000,7.4000,186.8000,0.2295
1993,30.3000,7.2200,411.3000,0.5320
1994,13.3000,6.8200,430.8000,0.2106
1995,15.9000,5.6300,262.6000,0.3407
1996,24.3000,7.3000,298.2000,0.5947
1997,1.0000,7.9900,182.6000,0.0437
1998,12.1000,9.7700,672.3000,0.1758
1999,17.8000,5.1200,188.4000,0.4834
2000,20.5000,7.4500,187.3000,0.8152
2001,7.1000,7.3300,185.4000,0.2804
2002,25.1000,9.2100,236.9000,0.9757
2003,12.4000,8.6100,330.4000,0.3232
2004,12.9000,7.3800,116.8000,0.8144
2005,7.5000,6.7500,440.1000,0.1149
2006,11.2000,6.4800,281.7000,0.2576
2007,10.6000,6.9300,284.9000,0.2578
2008,16.0000,9.0700,212.3000,0.6831
2009,18.4000,8.5500,258.5000,0.6080
2010,38.2000,4.5300,298.0000,0.5806
2011,4.9000,6.9100,207.4000,0.1632
2012,12.0000,7.3800,318.2000,0.2784
2013,27.6000,6.2100,356.0000,0.4814
2014,5.7000,8.9800,326.3000,0.1568
2015,38.2000,8.1700,357.3000,0.8737
2016,5.2000,8.8100,176.2000,0.2599
2017,9.8000,9.3200,287.4000,0.3177
2018,13.6300,8.7700,273.6300,0.4367
2019,13.6300,8.7700,273.6300,0.4367
