year,S_w_mm,T_spr_C,P_s_mm,SDI
1980,2.9000,15.0200,343.1000,0.1269
1981,0.1000,16.0400,278.6000,0.0058
1982,0.7000,14.3400,229.4000,0.0437
1983,2.9000,14.3800,178.2000,0.2339
1984,8.1000,15.1100,463.0000,0.2643
1985,7.5000,15.1100,283.3000,0.3999
1986,0.5000,14.8000,181.7000,0.0407
1987,0.0000,15.4800,217.5000,0.0000
1988,3.0000,14.3800,375.6000,0.1148
1989,3.8000,14.1900,275.7000,0.1955
1990,1.8000,15.3000,289.0000,0.0952
1991,2.7000,14.8300,108.2000,0.3697
1992,3.0000,15.1300,367.5000,0.1235
1993,1.8000,14.9500,364.4000,0.0738
1994,2.8000,15.8100,202.8000,0.2182
1995,0.6000,15.2800,260.0000,0.0352
1996,1.4000,14.2600,154.1000,0.1295
1997,3.6000,16.1800,65.8000,0.8838
1998,6.6000,16.5500,294.3000,0.3710
1999,0.0000,15.8400,166.5000,0.0000
2000,1.6000,16.7300,209.2000,0.1279
2001,0.0000,15.9800,158.9000,0.0000
2002,0.0000,15.7000,158.6000,0.0000
2003,0.0000,16.1500,252.8000,0.0000
2004,0.0000,16.7100,192.5000,0.0000
2005,5.6000,16.5800,179.5000,0.5169
2006,2.4000,16.6700,171.5000,0.2332
2007,0.0000,16.8400,243.5000,0.0000
2008,4.4000,17.3000,265.0000,0.2871
2009,0.0000,15.9400,248.8000,0.0000
2010,0.1000,15.5800,140.2000,0.0111
2011,2.9000,15.5800,232.1000,0.1945
2012,7.2000,15.8700,217.5000,0.5251
2013,0.0000,17.7900,280.3000,0.0000
2014,7.8000,16.1700,209.8000,0.6009
2015,1.6000,16.8700,219.8000,0.1228
2016,0.0000,16.7200,155.7000,0.0000
2017,0.0000,15.6600,290.0000,0.0000
2018,1.3000,17.9100,307.6000,0.0757
2019,2.6000,16.8300,255.6000,0.1711
