year,S_w_mm,T_spr_C,P_s_mm,SDI
1980,8.1000,3.3800,40.9000,0.6678
1981,23.2000,4.0000,59.3000,1.5614
1982,25.8000,2.4500,67.9000,0.9308
1983,14.2000,1.3700,64.3000,0.3017
1984,3.4000,2.9300,53.7000,0.1852
1985,11.5000,3.2000,28.4000,1.2912
1986,20.2000,2.0000,39.4000,1.0211
1987,24.4000,3.0000,44.0000,1.6599
1988,10.6000,2.1800,49.1000,0.4707
1989,14.9000,2.1200,79.5000,0.3968
1990,17.8000,2.6300,25.8000,1.8055
1991,18.5000,2.9800,103.1000,0.5345
1992,2.7000,3.3600,120.2000,0.0755
1993,44.3000,3.0300,44.2000,3.0293
1994,11.4000,2.9200,44.3000,0.7502
1995,16.7000,2.0600,19.2000,1.7814
1996,13.0000,4.0100,41.3000,1.2605
1997,1.2000,4.3500,46.4000,0.1123
1998,11.9000,4.4100,50.4000,1.0381
1999,10.9000,3.8200,48.3000,0.8609
2000,5.6000,2.4600,37.3000,0.3686
2001,1.5000,2.2100,35.1000,0.0943
2002,24.2000,3.9500,92.5000,1.0331
2003,20.7000,3.5200,72.5000,1.0051
2004,18.6000,4.2500,43.8000,1.8002
2005,4.7000,3.7900,71.6000,0.2482
2006,26.3000,2.7300,78.8000,0.9105
2007,19.7000,4.9000,74.7000,1.2908
2008,14.2000,4.0600,70.2000,0.8205
2009,8.6000,4.6900,49.9000,0.8060
2010,11.3000,3.6000,68.2000,0.5958
2011,2.6000,3.9000,59.3000,0.1706
2012,7.0000,3.4900,106.1000,0.2302
2013,0.9000,4.8900,27.7000,0.1583
2014,1.3000,3.5400,47.6000,0.0964
2015,7.2000,4.6000,110.4000,0.2999
2016,21.6000,4.6800,45.5000,2.2191
2017,24.2000,3.8600,108.2500,0.8616
2018,16.8700,4.3800,88.0500,0.8384
2019,16.8700,4.3800,88.0500,0.8384
