year,S_w_mm,T_spr_C,P_s_mm,SDI
1980,32.3000,5.7500,29.5000,6.2792
1981,18.9000,9.7300,68.6000,2.6766
1982,16.3000,9.3900,46.9000,3.2551
1983,9.7000,9.1400,44.6000,1.9842
1984,23.7000,7.1900,131.5000,1.2947
1985,25.0000,5.9800,32.1000,4.6449
1986,27.8000,8.2300,46.3000,4.9292
1987,40.1000,6.5900,116.4000,2.2688
1988,25.9000,5.9200,91.3000,1.6780
1989,25.3000,7.6100,55.7000,3.4503
1990,47.8000,8.1100,100.3000,3.8631
1991,34.1000,7.8700,163.3000,1.6421
1992,25.0000,8.6200,75.7000,2.8447
1993,38.3000,7.4000,86.0000,3.2903
1994,33.5000,6.7000,85.3000,2.6291
1995,25.3000,7.5900,73.3000,2.6162
1996,35.8000,7.3400,76.7000,3.4216
1997,24.7000,11.3800,68.5000,4.0961
1998,35.0000,7.1800,142.7000,1.7594
1999,53.6000,7.8500,130.0000,3.2359
2000,40.0000,9.1200,82.7000,4.4077
2001,32.4000,9.3000,25.9000,11.5906
2002,46.8000,8.0500,83.5000,4.5059
2003,24.9000,6.1900,98.7000,1.5598
2004,56.5000,9.4100,56.6000,9.3798
2005,32.8000,9.7900,78.6000,4.0794
2006,29.6000,8.9400,45.2000,5.8403
2007,26.5000,8.9500,162.4000,1.4595
2008,30.9000,11.0200,63.0000,5.3973
2009,44.1000,9.4200,51.2000,8.0966
2010,90.0000,5.2900,67.8000,7.0150
2011,48.2000,6.6100,75.0000,4.2422
2012,36.4000,9.7700,72.5000,4.8971
2013,34.4000,10.3800,101.2000,3.5239
2014,59.6000,8.0900,47.0000,10.2318
2015,40.9000,10.5000,121.3000,3.5364
2016,46.0000,10.0400,128.8000,3.5830
2017,57.6000,7.9800,68.6000,6.6892
2018,42.7000,9.5100,106.2300,3.8169
2019,42.7000,9.5100,106.2300,3.8169
