year,S_w_mm,T_spr_C,P_s_mm,SDI
1980,56.6000,9.8700,253.8000,2.1999
1981,41.6000,11.8200,323.1000,1.5217
1982,13.2000,11.4600,216.8000,0.6976
1983,58.3000,11.5000,375.7000,1.7841
1984,50.5000,10.1400,530.8000,0.9644
1985,65.9000,9.5900,630.5000,1.0027
1986,43.1000,11.2200,322.7000,1.4977
1987,24.4000,9.4700,282.7000,0.8173
1988,25.1000,10.9100,351.0000,0.7798
1989,61.2000,12.0000,291.1000,2.5215
1990,36.5000,10.6300,459.4000,0.8443
1991,55.5000,10.3200,307.1000,1.8636
1992,23.8000,11.1600,120.4000,2.2040
1993,17.8000,11.2800,271.3000,0.7401
1994,20.4000,12.0400,459.0000,0.5351
1995,21.8000,11.2900,408.8000,0.6018
1996,22.4000,11.0400,567.2000,0.4360
1997,37.7000,11.9300,444.2000,1.0123
1998,37.1000,12.2200,473.4000,0.9575
1999,26.2000,11.7800,93.1000,3.3120
2000,22.6000,12.1600,253.1000,1.0850
2001,78.9000,12.5300,460.1000,2.1485
2002,13.5000,12.8700,317.3000,0.5474
2003,46.7000,11.5900,406.9000,1.3301
2004,25.5000,12.5000,493.4000,0.6461
2005,124.5000,11.6900,489.5000,2.9724
2006,19.2000,11.3300,469.3000,0.4635
2007,11.8000,12.3800,703.8000,0.2076
2008,23.6000,12.4800,681.5000,0.4319
2009,31.9000,12.6500,348.7000,1.1565
2010,126.9000,9.6700,475.0000,2.5830
2011,43.1000,11.2200,488.6000,0.9899
2012,48.1000,11.9300,553.1000,1.0372
2013,47.3000,10.8300,435.8000,1.1756
2014,49.9000,13.6900,372.7000,1.8320
2015,8.1000,12.5600,312.7000,0.3252
2016,60.0000,13.4300,218.6000,3.6837
2017,47.2000,13.2900,415.9000,1.5081
2018,46.8000,13.0900,315.7300,1.9401
2019,46.8000,13.0900,315.7300,1.9401
