year,S_w_mm,T_spr_C,P_s_mm,SDI
1980,9.7000,5.7600,111.6000,0.4998
1981,4.7000,7.0900,108.4000,0.3072
1982,18.7000,6.2500,90.1000,1.2953
1983,14.3000,5.1500,182.8000,0.4026
1984,6.6000,6.1800,124.3000,0.3277
1985,7.5000,5.5100,97.5000,0.4233
1986,9.4000,6.0900,101.9000,0.5616
1987,8.4000,6.5100,189.2000,0.2890
1988,34.8000,5.2400,137.3000,1.3261
1989,18.8000,5.8900,131.3000,0.8432
1990,25.2000,6.0800,118.3000,1.2946
1991,21.5000,5.9200,39.4000,3.2238
1992,17.5000,6.3100,120.3000,0.9166
1993,27.3000,6.3400,213.3000,0.8107
1994,10.1000,6.6600,149.6000,0.4496
1995,14.3000,5.6300,125.4000,0.6419
1996,18.5000,5.3200,170.4000,0.5774
1997,18.8000,7.6500,120.9000,1.1883
1998,13.5000,7.1100,122.5000,0.7828
1999,2.8000,7.0700,116.9000,0.1691
2000,4.4000,7.2400,150.4000,0.2116
2001,3.2000,6.3900,80.4000,0.2539
2002,4.8000,6.5800,136.4000,0.2316
2003,12.6000,6.3800,91.9000,0.8738
2004,18.1000,7.7400,149.7000,0.9352
2005,9.0000,7.4500,104.8000,0.6388
2006,11.3000,7.0100,140.6000,0.5626
2007,10.8000,7.0400,182.4000,0.4167
2008,33.8000,8.4400,90.1000,3.1615
2009,7.0000,8.1300,118.8000,0.4787
2010,30.5000,5.7700,71.2000,2.4671
2011,8.8000,6.2700,129.5000,0.4255
2012,16.4000,7.4500,144.5000,0.8448
2013,4.8000,9.2700,137.5000,0.3232
2014,7.4000,7.9300,234.7000,0.2500
2015,15.7000,8.0700,122.2000,1.0362
2016,14.4000,7.5700,117.2000,0.9289
2017,27.0000,6.6700,135.1000,1.3313
2018,11.0000,8.9000,153.4300,0.6377
2019,9.7000,7.5400,203.4000,0.3592
