year,S_w_mm,T_spr_C,P_s_mm,SDI
1980,0.3000,16.2300,3.8000,1.2482
1981,2.6000,16.9500,41.6000,1.0566
1982,0.5000,15.2000,17.9000,0.4221
1983,3.1000,14.6000,24.0000,1.8781
1984,1.2000,15.4400,12.4000,1.4823
1985,0.3000,15.1700,0.7000,5.6878
1986,0.0000,14.1400,19.9000,0.0000
1987,1.9000,14.9600,46.9000,0.6046
1988,11.6000,14.4800,27.8000,6.0214
1989,0.0000,14.0500,18.6000,0.0000
1990,14.7000,15.5900,9.4000,24.1255
1991,3.4000,14.8900,28.6000,1.7640
1992,3.4000,14.8500,34.9000,1.4428
1993,10.9000,15.2100,39.8000,4.1562
1994,20.6000,15.2000,11.0000,28.2110
1995,2.1000,14.5700,0.8000,33.9982
1996,1.6000,14.0200,33.9000,0.6597
1997,0.0000,16.8600,10.0000,0.0000
1998,3.2000,15.7300,19.9000,2.5174
1999,2.3000,16.1700,26.1000,1.4198
2000,0.7000,17.1100,9.6000,1.2350
2001,4.0000,16.9100,15.3000,4.3924
2002,15.3000,17.0600,28.4000,9.1590
2003,9.4000,14.9900,35.1000,4.0036
2004,1.5000,17.1000,10.2000,2.4904
2005,2.2000,16.1400,29.7000,1.1912
2006,15.2000,16.9200,22.0000,11.6407
2007,4.1000,18.1700,7.4000,9.9321
2008,23.7000,18.0000,5.0000,83.6673
2009,0.8000,17.4200,2.0000,6.6356
2010,11.3000,16.6900,34.6000,5.4341
2011,4.1000,16.3100,1.5000,41.7827
2012,8.6000,16.2200,52.6000,2.6467
2013,0.1000,17.9100,21.7000,0.0822
2014,0.4000,16.5300,34.1000,0.1934
2015,3.4000,17.8100,14.5000,4.1465
2016,1.6000,18.3100,28.3000,1.0317
2017,9.2000,17.0800,32.7000,4.7918
2018,0.0000,17.9200,31.6000,0.0000
2019,7.9000,17.8500,37.7000,3.7308
