year,S_w_mm,T_spr_C,P_s_mm,SDI
1980,16.2000,12.4800,462.2000,0.4374
1981,16.6000,15.5400,435.8000,0.5916
1982,25.0000,15.2100,643.8000,0.5907
1983,22.6000,14.3400,308.3000,1.0508
1984,4.9000,13.2000,504.7000,0.1282
1985,33.6000,13.0600,626.3000,0.7003
1986,22.7000,14.2500,554.9000,0.5830
1987,61.7000,13.4400,440.7000,1.8807
1988,9.1000,13.3700,270.9000,0.4489
1989,29.3000,14.3700,315.8000,1.3325
1990,13.9000,13.8700,710.2000,0.2714
1991,61.9000,12.5200,690.4000,1.1226
1992,38.3000,13.8100,365.4000,1.4468
1993,31.6000,13.8900,661.4000,0.6637
1994,23.5000,14.8800,659.7000,0.5299
1995,4.9000,13.9500,597.9000,0.1143
1996,12.4000,13.5300,499.8000,0.3357
1997,2.3000,14.9400,491.6000,0.0699
1998,17.0000,13.9100,587.2000,0.4027
1999,0.0000,14.7000,306.9000,0.0000
2000,25.9000,15.2100,469.8000,0.8385
2001,57.9000,15.2200,649.3000,1.3569
2002,11.2000,15.1300,159.0000,1.0651
2003,25.7000,13.9800,735.5000,0.4883
2004,14.8000,15.6000,621.3000,0.3716
2005,33.5000,14.5800,571.4000,0.8546
2006,18.8000,15.1000,566.2000,0.5014
2007,2.3000,15.6300,607.1000,0.0592
2008,22.0000,15.2500,644.1000,0.5207
2009,10.5000,14.9900,751.9000,0.2093
2010,20.3000,12.9200,443.1000,0.5918
2011,28.1000,14.6600,388.4000,1.0604
2012,37.0000,15.3900,663.6000,0.8581
2013,18.4000,14.4700,457.3000,0.5820
2014,27.0000,16.8100,213.9000,2.1214
2015,1.2000,15.0100,399.8000,0.0450
2016,9.6000,15.9800,411.0000,0.3731
2017,31.4000,16.2900,498.2000,1.0268
2018,22.9000,16.5800,473.7000,0.8015
2019,18.1000,15.8000,788.0000,0.3629
