year,S_w_mm,T_spr_C,P_s_mm,SDI
1980,11.4000,2.0100,371.7000,0.0618
1981,37.7000,4.5800,412.6000,0.4187
1982,18.5000,4.5500,179.0000,0.4700
1983,58.4000,4.4100,302.4000,0.8505
1984,17.6000,3.4800,526.2000,0.1165
1985,17.2000,4.2800,443.5000,0.1658
1986,16.4000,3.7700,382.7000,0.1615
1987,29.3000,1.3900,349.4000,0.1163
1988,33.6000,2.9300,307.9000,0.3196
1989,26.5000,4.6900,293.4000,0.4237
1990,18.1000,6.1200,343.7000,0.3220
1991,38.1000,4.0600,466.9000,0.3316
1992,16.5000,4.9500,315.2000,0.2590
1993,18.2000,4.9300,464.6000,0.1932
1994,24.2000,3.3900,330.5000,0.2483
1995,19.5000,3.1700,157.7000,0.3918
1996,10.9000,5.5500,481.2000,0.1258
1997,8.6000,5.0300,449.8000,0.0962
1998,15.5000,7.0400,696.6000,0.1567
1999,8.6000,2.4600,372.1000,0.0568
2000,21.9000,4.5500,228.4000,0.4365
2001,19.1000,4.2000,273.6000,0.2928
2002,23.0000,6.4100,319.3000,0.4617
2003,18.3000,6.7700,634.8000,0.1951
2004,34.5000,4.0300,252.2000,0.5511
2005,24.9000,3.4000,265.7000,0.3182
2006,34.4000,3.8100,407.0000,0.3216
2007,38.7000,4.0100,170.5000,0.9101
2008,41.6000,6.7500,173.3000,1.6199
2009,45.9000,4.9200,544.5000,0.4147
2010,36.6000,2.0200,289.5000,0.2559
2011,16.9000,4.0500,315.1000,0.2174
2012,11.4000,4.5900,373.3000,0.1400
2013,31.6000,2.6300,485.2000,0.1711
2014,16.2000,5.7300,463.1000,0.2004
2015,36.3000,4.2300,315.3000,0.4865
2016,15.9000,5.6100,146.5000,0.6081
2017,21.7000,6.3300,289.1000,0.4749
2018,17.0000,5.1400,402.0000,0.2175
2019,15.5000,6.0100,656.9700,0.1417
