year,S_w_mm,T_spr_C,P_s_mm,SDI
1980,80.5000,3.4800,278.2000,1.0055
1981,27.8000,4.6700,556.1000,0.2335
1982,52.0000,5.3100,271.3000,1.0167
1983,14.3000,5.7500,455.2000,0.1806
1984,45.2000,3.4800,572.3000,0.2749
1985,53.0000,4.6600,633.1000,0.3900
1986,51.3000,4.1400,462.5000,0.4589
1987,52.7000,3.1800,528.6000,0.3165
1988,70.3000,3.5600,508.4000,0.4920
1989,29.0000,5.5500,403.2000,0.3988
1990,74.4000,6.5700,338.2000,1.4438
1991,57.4000,4.4600,601.3000,0.4259
1992,34.2000,4.9800,290.1000,0.5875
1993,33.5000,5.2600,391.1000,0.4508
1994,33.7000,4.4600,756.4000,0.1987
1995,24.4000,4.4000,432.8000,0.2479
1996,46.4000,5.5100,325.0000,0.7870
1997,28.4000,5.4300,449.8000,0.3429
1998,38.2000,8.1700,419.4000,0.7443
1999,58.8000,2.8400,277.8000,0.6012
2000,69.6000,5.4700,465.1000,0.8182
2001,40.0000,5.1900,354.5000,0.5856
2002,48.5000,7.4000,450.4000,0.7962
2003,25.8000,6.8900,510.7000,0.3480
2004,49.8000,5.5400,409.6000,0.6740
2005,56.6000,4.4500,435.0000,0.5790
2006,27.2000,4.9900,418.2000,0.3243
2007,71.7000,4.9000,123.4000,2.8435
2008,46.0000,7.4500,256.4000,1.3368
2009,76.5000,6.0800,357.5000,1.3005
2010,108.1000,2.5600,294.8000,0.9391
2011,16.1000,4.7600,258.1000,0.2969
2012,60.6000,5.2800,362.2000,0.8834
2013,60.7000,4.1700,501.6000,0.5047
2014,37.3000,6.4900,291.5000,0.8302
2015,83.7000,5.9800,355.9000,1.4048
2016,34.5000,6.8500,444.2000,0.5321
2017,32.3000,6.5800,354.7000,0.5993
2018,57.1000,6.3500,603.3000,0.6013
2019,53.3000,7.2900,552.6300,0.7028
