year,S_w_mm,T_spr_C,P_s_mm,SDI
1980,75.5000,4.8200,246.3000,1.4758
1981,40.4000,5.8100,350.8000,0.6693
1982,22.3000,6.9400,364.1000,0.4249
1983,10.6000,7.0200,459.7000,0.1619
1984,33.5000,5.0600,401.5000,0.4220
1985,26.9000,6.2100,407.1000,0.4104
1986,42.0000,5.6400,401.0000,0.5911
1987,41.1000,4.9300,352.1000,0.5749
1988,34.2000,4.7500,198.2000,0.8196
1989,35.9000,6.8200,460.7000,0.5310
1990,106.4000,7.4200,404.7000,1.9499
1991,50.0000,5.4500,453.9000,0.5999
1992,15.2000,5.9600,403.8000,0.2242
1993,24.4000,6.4200,398.0000,0.3935
1994,17.0000,5.5200,339.9000,0.2759
1995,19.0000,5.6800,331.2000,0.3256
1996,24.7000,6.6300,345.5000,0.4736
1997,44.7000,6.1000,286.9000,0.9502
1998,16.3000,9.3100,255.0000,0.5947
1999,37.3000,4.6900,212.4000,0.8231
2000,74.9000,6.4200,293.4000,1.6396
2001,32.0000,6.4700,412.3000,0.5020
2002,49.2000,8.3300,424.6000,0.9644
2003,13.7000,7.6000,281.0000,0.3702
2004,50.9000,6.4900,260.6000,1.2672
2005,32.5000,5.2500,254.3000,0.6713
2006,46.8000,6.0900,307.0000,0.9274
2007,80.9000,5.6700,306.9000,1.4946
2008,17.3000,8.3600,301.0000,0.4805
2009,78.0000,7.1200,363.5000,1.5282
2010,84.0000,4.0000,283.4000,1.1852
2011,5.7000,5.5000,231.5000,0.1354
2012,35.9000,6.1700,358.4000,0.6177
2013,58.3000,5.1900,467.1000,0.6473
2014,34.7000,6.4000,191.6000,1.1593
2015,76.7000,7.1300,384.3000,1.4223
2016,42.4000,7.2300,292.9000,1.0463
2017,12.9000,7.1400,424.3000,0.2169
2018,54.6000,6.8400,497.3000,0.7509
2019,42.7000,7.7400,354.1000,0.9336
