year,S_w_mm,T_spr_C,P_s_mm,SDI
1980,27.2000,3.7500,342.9000,0.2975
1981,25.1000,4.7200,538.3000,0.2199
1982,37.1000,5.8200,232.4000,0.9290
1983,35.2000,5.6800,353.2000,0.5657
1984,26.7000,4.2700,391.5000,0.2914
1985,26.5000,5.0700,475.7000,0.2822
1986,24.5000,5.1300,279.8000,0.4490
1987,28.0000,3.8700,403.0000,0.2688
1988,12.3000,4.1900,358.4000,0.1437
1989,13.6000,6.1200,255.8000,0.3253
1990,46.4000,7.2800,435.0000,0.7762
1991,32.7000,5.0500,282.2000,0.5848
1992,21.4000,5.6100,400.4000,0.2996
1993,30.7000,5.7600,327.1000,0.5408
1994,41.6000,4.4500,590.5000,0.3136
1995,38.7000,4.7700,377.6000,0.4886
1996,32.8000,6.2800,423.4000,0.4868
1997,17.7000,5.4200,504.2000,0.1902
1998,26.5000,8.0800,405.6000,0.5276
1999,40.7000,3.1200,185.6000,0.6840
2000,43.3000,5.4100,234.8000,0.9976
2001,43.9000,5.5200,210.6000,1.1512
2002,70.6000,7.2200,527.9000,0.9658
2003,17.9000,7.5200,409.7000,0.3287
2004,45.5000,5.3000,209.0000,1.1528
2005,47.4000,4.4800,355.4000,0.5974
2006,28.6000,5.0700,453.4000,0.3194
2007,77.7000,5.0300,201.5000,1.9384
2008,34.3000,7.8000,154.2000,1.7346
2009,36.2000,6.6100,459.1000,0.5213
2010,73.2000,3.0500,380.6000,0.5858
2011,9.4000,4.9600,272.2000,0.1712
2012,38.9000,5.5600,428.3000,0.5052
2013,38.7000,4.2200,394.8000,0.4136
2014,32.9000,6.6900,176.0000,1.2499
2015,43.8000,6.3600,219.9000,1.2660
2016,31.9000,6.6100,312.2000,0.6755
2017,43.2000,7.2700,321.7000,0.9758
2018,47.2000,6.2500,407.3000,0.7239
2019,40.3000,7.4300,463.0000,0.6469
