year,S_w_mm,T_spr_C,P_s_mm,SDI
1980,38.8000,9.7000,284.9000,1.3206
1981,7.2000,11.2800,493.4000,0.1646
1982,14.3000,11.0900,356.1000,0.4454
1983,3.9000,9.7700,220.8000,0.1725
1984,26.3000,9.2300,255.3000,0.9510
1985,17.3000,9.5800,261.7000,0.6334
1986,34.3000,10.0400,153.6000,2.2408
1987,16.7000,10.1900,286.9000,0.5928
1988,21.9000,9.0000,428.6000,0.4597
1989,41.5000,10.0600,492.1000,0.8486
1990,80.0000,9.5200,423.8000,1.7964
1991,44.7000,8.9600,193.3000,2.0698
1992,18.3000,10.2700,260.8000,0.7205
1993,6.4000,10.0300,358.2000,0.1792
1994,38.5000,9.9900,207.9000,1.8492
1995,3.1000,9.9800,300.7000,0.1028
1996,12.0000,8.7500,405.5000,0.2590
1997,16.0000,10.8600,144.5000,1.2019
1998,14.1000,11.0900,392.7000,0.3981
1999,8.0000,11.4500,210.9000,0.4342
2000,12.7000,11.7400,307.6000,0.4844
2001,26.7000,11.1400,236.9000,1.2550
2002,32.1000,11.0200,259.1000,1.3651
2003,35.4000,10.0700,431.0000,0.8269
2004,17.9000,11.3500,452.5000,0.4490
2005,9.4000,10.9100,327.0000,0.3134
2006,37.7000,11.2300,297.4000,1.4233
2007,37.9000,10.6300,289.8000,1.3895
2008,21.8000,10.6300,154.8000,1.4959
2009,31.2000,10.7800,219.4000,1.5327
2010,20.9000,8.7300,250.8000,0.7273
2011,22.3000,9.2100,305.4000,0.6723
2012,27.7000,10.5800,426.6000,0.6870
2013,24.6000,11.2200,489.8000,0.5636
2014,19.3000,11.1800,304.2000,0.7091
2015,18.7000,10.6000,222.6000,0.8901
2016,25.2000,10.7400,472.8000,0.5724
2017,14.7000,10.5300,327.3000,0.4730
2018,16.0000,12.3500,239.6000,0.8244
2019,12.1000,11.2300,170.4000,0.7973
