year,S_w_mm,T_spr_C,P_s_mm,SDI
1980,30.4000,7.6200,614.2000,0.3771
1981,26.3000,8.9600,533.2000,0.4417
1982,20.0000,8.5800,586.7000,0.2924
1983,57.2000,9.0200,532.8000,0.9681
1984,24.3000,8.0100,503.7000,0.3862
1985,30.9000,7.8600,841.2000,0.2888
1986,30.9000,8.9200,471.4000,0.5846
1987,30.7000,7.1900,634.2000,0.3482
1988,7.4000,7.8400,382.7000,0.1515
1989,32.8000,10.3000,418.9000,0.8066
1990,43.3000,8.7600,400.0000,0.9482
1991,32.2000,8.6800,565.2000,0.4944
1992,29.1000,9.4200,193.0000,1.4198
1993,9.4000,9.1800,339.6000,0.2542
1994,25.2000,9.0100,625.0000,0.3633
1995,37.2000,8.3500,639.9000,0.4853
1996,26.4000,8.3400,656.2000,0.3356
1997,41.6000,9.8200,327.3000,1.2473
1998,41.7000,9.8700,519.1000,0.7927
1999,20.1000,9.2500,284.9000,0.6527
2000,47.5000,9.0100,248.4000,1.7224
2001,36.4000,9.1400,457.5000,0.7274
2002,21.0000,10.5000,348.2000,0.6332
2003,12.0000,9.4900,355.9000,0.3199
2004,22.6000,9.3800,435.1000,0.4871
2005,25.4000,8.0400,404.6000,0.5046
2006,38.1000,8.2800,491.1000,0.6424
2007,25.1000,9.8500,456.2000,0.5421
2008,10.4000,9.5800,515.0000,0.1935
2009,42.3000,9.4400,342.8000,1.1647
2010,54.8000,7.1700,471.4000,0.8338
2011,6.2000,8.7100,724.9000,0.0744
2012,72.4000,8.7500,600.4000,1.0553
2013,65.7000,8.0500,828.9000,0.6378
2014,7.5000,10.3700,238.5000,0.3259
2015,61.6000,9.9600,274.2000,2.2360
2016,21.0000,10.2300,337.2000,0.6368
2017,16.0000,10.5500,300.2000,0.5623
2018,28.5000,9.2800,440.5000,0.6004
2019,27.5000,10.1200,375.3000,0.7413
