year,S_w_mm,T_spr_C,P_s_mm,SDI
1980,7.4000,3.9600,310.6000,0.0944
1981,30.9000,6.2500,426.0000,0.4529
1982,20.0000,5.8700,134.4000,0.8722
1983,37.6000,5.9800,353.8000,0.6354
1984,32.5000,4.8100,315.7000,0.4948
1985,12.0000,6.3900,338.3000,0.2267
1986,16.4000,5.6700,374.5000,0.2480
1987,17.4000,3.9100,298.4000,0.2278
1988,13.5000,4.9700,383.6000,0.1748
1989,35.4000,6.4500,302.5000,0.7547
1990,8.5000,7.7000,293.7000,0.2228
1991,40.4000,5.7700,379.5000,0.6138
1992,11.2000,6.7700,202.3000,0.3744
1993,14.6000,6.7400,353.8000,0.2779
1994,14.4000,5.7900,260.4000,0.3202
1995,24.1000,4.9100,186.9000,0.6330
1996,24.8300,6.9100,318.4000,0.5390
1997,8.7000,7.0900,249.0000,0.2476
1998,12.1000,9.0200,391.3000,0.2790
1999,22.9000,4.4700,337.4000,0.3030
2000,19.3000,6.8300,257.7000,0.5111
2001,16.3000,6.2500,172.4000,0.5907
2002,9.9000,8.1900,239.8000,0.3379
2003,6.9000,8.2900,523.9000,0.1092
2004,14.2000,5.8100,195.2000,0.4223
2005,14.7000,5.4200,341.0000,0.2337
2006,20.9000,5.5500,395.8000,0.2931
2007,32.9000,5.6200,262.7000,0.7035
2008,29.5000,8.4600,215.1000,1.1592
2009,32.2000,7.3100,402.0000,0.5850
2010,41.5000,3.7800,335.5000,0.4675
2011,8.1000,5.8900,311.6000,0.1530
2012,24.0000,6.4600,335.4000,0.4619
2013,32.4000,4.1100,478.6000,0.2784
2014,14.9000,7.8300,268.1000,0.4352
2015,37.9000,6.1900,340.3000,0.6890
2016,12.4000,7.3300,136.8000,0.6636
2017,6.0000,8.2600,161.8000,0.3062
2018,13.2000,7.4100,432.7000,0.2260
2019,9.4000,8.0600,473.0000,0.1602
