year,S_w_mm,T_spr_C,P_s_mm,SDI
1980,3.6000,9.1900,56.6000,0.5836
1981,0.0000,10.8300,40.6000,0.0000
1982,3.6000,10.7600,47.6000,0.8121
1983,3.0000,9.8700,80.9000,0.3656
1984,4.3000,10.0900,201.7000,0.2150
1985,0.2000,9.6700,102.9000,0.0188
1986,6.4000,10.1800,77.6000,0.8387
1987,0.3000,10.7000,90.6000,0.0354
1988,5.1000,9.3300,184.2000,0.2582
1989,15.1000,10.6400,83.9000,1.9135
1990,9.1000,10.3900,90.6000,1.0428
1991,9.5000,10.0600,95.8000,0.9969
1992,6.5000,10.7900,115.9000,0.6048
1993,8.2000,10.6000,121.1000,0.7175
1994,2.1000,11.0600,190.2000,0.1220
1995,2.6000,9.6200,215.4000,0.1160
1996,8.3000,9.1600,92.6000,0.8205
1997,0.6000,11.9900,101.4000,0.0709
1998,3.8000,11.5800,77.3000,0.5687
1999,0.2000,11.6200,66.8000,0.0347
2000,1.5000,11.1800,63.8000,0.2624
2001,0.4000,10.8500,54.0000,0.0802
2002,7.7000,11.2100,113.6000,0.7591
2003,3.8000,11.1300,96.9000,0.4360
2004,1.1000,12.2600,117.9000,0.1143
2005,0.8000,11.6800,23.1000,0.4028
2006,7.3000,11.7400,187.9000,0.4560
2007,12.5000,11.5100,119.9000,1.1988
2008,5.6000,12.8700,158.8000,0.4536
2009,1.6000,12.4700,95.9000,0.2078
2010,8.1000,9.8500,95.3000,0.8360
2011,0.5000,10.5100,69.5000,0.0755
2012,3.3000,12.0600,105.6000,0.3766
2013,4.0000,13.4000,106.5000,0.5029
2014,5.1300,12.9000,115.7000,0.5719
2015,0.4000,12.2300,41.3000,0.1182
2016,2.7000,12.5000,114.0000,0.2959
2017,8.9000,12.5600,99.3000,1.1245
2018,3.5000,14.5800,134.4000,0.3795
2019,1.4000,12.6300,77.9000,0.2266
