year,S_w_mm,T_spr_C,P_s_mm,SDI
1980,18.3000,13.0400,339.9000,0.7019
1981,9.1000,15.6700,473.7000,0.3009
1982,21.2000,15.0000,415.3000,0.7655
1983,4.2000,14.4600,142.3000,0.4265
1984,9.4000,13.1400,478.0000,0.2583
1985,24.3000,12.9200,281.8000,1.1141
1986,16.1000,14.2500,256.0000,0.8958
1987,23.5000,13.3500,377.8000,0.8300
1988,3.5000,13.4900,162.8000,0.2899
1989,87.6000,14.2600,373.7000,3.3420
1990,9.2300,15.5300,419.4300,0.3418
1991,9.2300,15.5300,419.4300,0.3418
1992,9.2300,15.5300,419.4300,0.3418
1993,9.2300,15.5300,419.4300,0.3418
1994,9.2300,15.5300,419.4300,0.3418
1995,8.0000,13.9300,721.1000,0.1545
1996,14.6000,13.1200,358.5000,0.5342
1997,7.1000,14.5700,122.3000,0.8451
1998,38.7000,14.5200,385.7000,1.4566
1999,0.6000,14.7200,128.6000,0.0686
2000,20.1000,15.6300,381.2000,0.8238
2001,80.1000,15.4000,322.7000,3.8222
2002,22.2000,15.1800,133.4000,2.5235
2003,19.2000,14.2000,713.0000,0.3824
2004,17.3000,15.3800,668.9000,0.3977
2005,15.0000,14.5400,501.2000,0.4351
2006,23.1000,15.2200,418.7000,0.8397
2007,0.6000,15.2400,617.0000,0.0148
2008,15.9000,15.6100,403.9000,0.6143
2009,8.8000,15.0100,384.4000,0.3435
2010,14.3000,13.6600,451.1000,0.4330
2011,28.8000,14.0400,236.5000,1.7086
2012,26.7000,15.0800,374.2000,1.0757
2013,11.0000,14.8700,267.1000,0.6123
2014,20.6000,16.2900,222.4000,1.5079
2015,6.3000,14.6200,341.8000,0.2693
2016,19.9000,15.9900,480.4000,0.6622
2017,24.7000,15.9800,436.1000,0.9050
2018,6.9000,16.4700,431.6000,0.2633
2019,10.4000,15.9600,379.3000,0.4376
