year,S_w_mm,T_spr_C,P_s_mm,SDI
1980,0.1000,14.5300,36.3000,0.0399
1981,0.2000,15.4700,52.4000,0.0589
1982,0.7000,14.4000,67.0000,0.1502
1983,1.2000,13.6700,21.2000,0.7702
1984,2.1000,13.7800,22.9000,1.2582
1985,2.8000,13.9400,11.8000,3.2803
1986,0.9000,13.1400,10.1000,1.1597
1987,0.0000,14.3200,82.0000,0.0000
1988,5.0000,12.9700,38.1000,1.6977
1989,0.6000,13.6700,36.4000,0.2247
1990,0.2000,14.1600,31.8000,0.0888
1991,9.3000,13.9700,18.3000,7.0591
1992,2.2000,14.5800,40.3000,0.7939
1993,0.8000,14.1500,52.0000,0.2173
1994,15.4000,14.1800,13.6000,15.9339
1995,1.4000,13.8700,10.4000,1.8494
1996,0.0000,13.2500,44.3000,0.0000
1997,0.0000,15.5600,45.0000,0.0000
1998,5.0000,13.7700,81.3000,0.8460
1999,0.1000,14.5900,48.1000,0.0303
2000,0.2000,15.1700,25.5000,0.1185
2001,1.7000,14.7800,19.8000,1.2630
2002,9.6000,14.8100,43.0000,3.2982
2003,12.8000,13.5700,26.5000,6.5281
2004,1.6000,15.1000,6.4000,3.7169
2005,2.5000,14.7800,32.6000,1.1303
2006,10.3000,15.1300,19.7000,7.8692
2007,0.0000,15.8600,13.4000,0.0000
2008,5.2000,15.8800,42.9000,1.9206
2009,0.5000,15.2000,26.2000,0.2890
2010,10.2000,13.8900,27.6000,5.1160
2011,7.7000,13.7200,39.5000,2.6677
2012,1.8000,14.5400,42.6000,0.6128
2013,0.0000,15.6300,25.3000,0.0000
2014,0.3000,13.8900,16.6000,0.2495
2015,2.3000,15.1800,23.8000,1.4612
2016,1.0000,16.0200,79.4000,0.2015
2017,4.9000,15.7100,56.1000,1.3697
2018,2.8000,15.8300,60.8000,0.7277
2019,0.0000,15.9400,45.5000,0.0000
