year,S_w_mm,T_spr_C,P_s_mm,SDI
1980,0.0000,13.6000,1.9000,0.0000
1981,0.4000,14.7700,36.0000,0.1636
1982,0.0000,13.4800,35.2000,0.0000
1983,3.2000,12.9900,8.7000,4.7249
1984,0.1000,13.7800,30.0000,0.0458
1985,0.1000,13.0400,29.5000,0.0441
1986,0.0000,12.4700,5.1000,0.0000
1987,0.0000,13.5300,15.3000,0.0000
1988,0.0000,12.3600,26.7000,0.0000
1989,0.4000,12.6400,41.1000,0.1227
1990,1.6000,13.7200,12.1000,1.7996
1991,0.0000,13.0400,16.9000,0.0000
1992,2.6000,13.4700,14.6000,2.3822
1993,1.4000,13.4500,7.9000,2.3545
1994,7.8000,12.9100,5.8000,17.0715
1995,3.6000,12.8200,5.4000,8.3931
1996,0.8000,12.9800,33.9000,0.3053
1997,0.1000,14.9100,8.1000,0.1818
1998,5.3000,13.9100,15.1000,4.8494
1999,2.4000,14.0800,16.9000,1.9877
2000,0.7000,14.5700,42.4000,0.2399
2001,0.7000,14.6500,1.8000,5.3990
2002,5.4000,14.4700,17.5000,4.4405
2003,0.8000,13.5500,10.9000,0.9856
2004,0.4000,15.0400,8.0000,0.7428
2005,0.0000,14.0700,21.9000,0.0000
2006,7.3000,13.8800,11.7000,8.5891
2007,0.0000,14.9500,46.2000,0.0000
2008,5.4000,15.3900,3.1000,25.9692
2009,4.6000,14.9000,3.1000,21.4187
2010,0.4000,13.3300,15.5000,0.3419
2011,1.4000,13.6900,21.6000,0.8830
2012,0.8000,14.0000,17.2000,0.6472
2013,0.9000,15.2500,19.4000,0.7038
2014,0.0000,13.6200,19.8000,0.0000
2015,7.5000,15.5100,16.3000,7.0909
2016,2.0000,15.9500,14.7000,2.1548
2017,4.1000,15.1100,13.1000,4.6925
2018,0.0000,15.6100,8.6000,0.0000
2019,5.6000,14.9300,59.1000,1.4127
