year,S_w_mm,T_spr_C,P_s_mm,SDI
1980,3.1000,11.5500,17.7000,2.0117
1981,5.4000,12.7800,44.6000,1.5433
1982,0.0000,11.7500,28.4000,0.0000
1983,1.5000,11.1900,20.2000,0.8267
1984,2.2000,11.7000,36.6000,0.7016
1985,1.1000,11.3600,9.6000,1.2880
1986,1.3000,11.1300,10.0000,1.4324
1987,0.9000,11.9100,19.8000,0.5386
1988,4.6000,10.8000,19.0000,2.6005
1989,2.7000,11.8100,18.7000,1.6964
1990,2.3000,11.9000,20.3000,1.3415
1991,7.9000,11.8500,8.5000,10.8845
1992,2.2000,11.9500,16.1000,1.6227
1993,0.3000,11.6300,49.7000,0.0701
1994,6.0000,11.9100,25.2000,2.8239
1995,3.8000,11.2300,40.8000,1.0436
1996,1.6000,11.6800,32.3000,0.5770
1997,0.0000,14.0400,25.9000,0.0000
1998,7.4000,12.6500,26.5000,3.5201
1999,1.5000,12.6500,13.2000,1.4263
2000,2.2000,12.8600,28.9000,0.9759
2001,11.3000,12.7500,15.9000,9.0024
2002,3.2000,12.9000,49.6000,0.8304
2003,6.2000,12.0500,9.7000,7.6248
2004,8.0000,14.1100,16.5000,6.7983
2005,4.9000,13.1000,12.6000,5.0535
2006,5.6000,13.0000,27.7000,2.6178
2007,0.0000,13.5400,35.8000,0.0000
2008,6.6000,14.4300,2.6000,35.2638
2009,3.1000,13.8300,5.4000,7.7972
2010,13.1000,11.3000,5.9000,24.6622
2011,6.2000,12.6900,27.3000,2.8722
2012,4.0000,13.4600,57.5000,0.9346
2013,5.0000,14.9100,33.2000,2.2389
2014,0.7000,12.3300,25.1000,0.3426
2015,7.2000,13.6100,16.2000,6.0136
2016,1.6000,13.7900,40.2000,0.5474
2017,2.4000,12.9600,27.4500,1.1288
2018,3.7300,13.4500,27.9500,1.7905
2019,3.7300,13.4500,27.9500,1.7905
