year,S_w_mm,T_spr_C,P_s_mm,SDI
1980,2.0000,7.4700,17.5000,0.8484
1981,4.6000,9.1200,53.6000,0.7812
1982,1.2000,7.7800,19.8000,0.4689
1983,6.4000,6.7900,52.2000,0.8308
1984,1.1000,7.2600,55.3000,0.1442
1985,5.2000,7.1900,25.7000,1.4501
1986,2.3000,7.0700,11.3000,1.4270
1987,3.9000,7.6400,13.5000,2.1916
1988,1.6000,6.6200,17.6000,0.5985
1989,3.8000,7.9900,28.1000,1.0767
1990,11.3000,7.9900,29.7000,3.0286
1991,4.5000,7.8500,37.2000,0.9469
1992,1.6000,8.2200,41.9000,0.3132
1993,8.9000,7.9400,63.3000,1.1149
1994,2.2000,7.6400,41.9000,0.4004
1995,4.6000,6.8400,10.9000,2.8618
1996,3.3000,7.5300,54.8000,0.4525
1997,1.7000,10.7100,35.1000,0.5174
1998,29.5000,8.1600,53.3000,4.5089
1999,7.3000,7.9200,10.9000,5.2528
2000,3.2000,8.7900,47.8000,0.5873
2001,2.6000,8.0700,12.8000,1.6266
2002,6.4000,8.3400,39.5000,1.3484
2003,10.7000,7.5000,36.3000,2.2044
2004,8.6000,9.6700,12.4000,6.6557
2005,4.1000,9.2700,14.5000,2.6040
2006,11.1000,8.1100,22.0000,4.0727
2007,1.0000,9.0900,38.5000,0.2356
2008,4.3000,10.0100,18.6000,2.3010
2009,6.2000,9.8600,14.8000,4.1032
2010,14.8000,6.3200,18.5000,5.0302
2011,3.9000,8.3000,51.8000,0.6239
2012,6.9000,8.8300,49.2000,1.2359
2013,1.5000,10.5700,25.6000,0.6168
2014,2.9000,8.4900,27.1000,0.9052
2015,13.8000,9.5100,36.4000,3.5955
2016,12.2000,9.7600,28.6000,4.1469
2017,4.4000,9.6900,22.8000,1.8623
2018,12.1000,10.7600,41.0000,3.1687
2019,11.1000,9.9400,40.2000,2.7376
