year,S_w_mm,T_spr_C,P_s_mm,SDI
1980,5.9000,10.0000,57.0000,1.0333
1981,2.0000,11.2200,72.4000,0.3096
1982,6.6000,10.6400,39.3000,1.7826
1983,2.9000,9.7200,138.6000,0.2033
1984,5.1000,10.6300,130.7000,0.4143
1985,1.5000,10.1400,143.9000,0.1056
1986,1.4000,10.3900,122.2000,0.1190
1987,2.9000,11.2400,94.5000,0.3445
1988,6.2000,9.5400,82.2000,0.7185
1989,15.4000,10.4100,62.1000,2.5773
1990,12.8000,10.8200,135.5000,1.0214
1991,26.8000,10.4800,54.4000,5.1526
1992,6.1000,10.7900,123.7000,0.5317
1993,13.7000,10.9700,123.7000,1.2137
1994,4.3000,10.9500,151.2000,0.3112
1995,0.7000,9.8100,182.3000,0.0377
1996,6.6000,9.3200,120.3000,0.5107
1997,13.7000,11.6800,111.6000,1.4323
1998,10.4000,11.2200,89.9000,1.2960
1999,0.0000,11.7000,100.9000,0.0000
2000,3.2000,11.1700,78.7000,0.4536
2001,5.7000,10.8000,134.3000,0.4579
2002,8.1000,11.1900,94.7000,0.9565
2003,3.2000,11.1700,200.1000,0.1785
2004,0.0000,12.2500,99.4000,0.0000
2005,1.2000,11.7800,13.4000,1.0469
2006,6.4000,11.8300,94.1000,0.8036
2007,12.7000,11.8400,154.7000,0.9716
2008,11.1000,12.7900,51.0000,2.7785
2009,1.7000,12.5900,85.1000,0.2512
2010,7.5000,10.6300,45.9000,1.7325
2011,1.2000,10.7200,81.6000,0.1574
2012,5.0000,12.0300,154.3000,0.3897
2013,2.9700,13.4900,79.1000,0.5054
2014,6.3000,12.6400,134.8000,0.5905
2015,6.8000,12.2300,32.3000,2.5671
2016,5.0000,12.3800,117.3000,0.5274
2017,2.9000,12.1500,150.4000,0.2341
2018,5.1000,14.3300,168.6000,0.4334
2019,2.7000,12.7800,162.7000,0.2119
