year,S_w_mm,T_spr_C,P_s_mm,SDI
1980,1.6000,10.6700,31.2000,0.5455
1981,7.6000,12.1400,42.5000,2.1659
1982,0.2000,10.9600,43.3000,0.0505
1983,1.8000,10.3800,56.4000,0.3308
1984,2.5000,10.8600,35.7000,0.7581
1985,5.1000,10.7400,39.9000,1.3697
1986,2.1000,10.3900,22.3000,0.9744
1987,1.7000,10.9300,38.7000,0.4791
1988,3.9000,9.9900,28.7000,1.3531
1989,4.5000,11.2000,21.0000,2.3884
1990,6.5000,11.2500,21.3000,3.4157
1991,5.1000,11.3500,18.4000,3.1283
1992,3.7000,11.4900,22.5000,1.8813
1993,6.0000,11.1500,49.1000,1.3600
1994,6.6000,10.9600,25.5000,2.8264
1995,4.4000,10.2800,15.4000,2.9196
1996,11.6000,11.2000,62.6000,2.0717
1997,0.9000,13.7000,38.3000,0.3210
1998,14.0000,12.0500,26.2000,6.4127
1999,16.7000,12.0700,25.5000,7.8735
2000,2.2000,12.3500,34.5000,0.7851
2001,8.7000,11.4600,21.0000,4.7233
2002,1.6000,11.9400,14.2000,1.3358
2003,4.7000,11.1600,8.9000,5.8290
2004,8.5000,13.0600,25.0000,4.4215
2005,11.1000,12.2800,30.7000,4.4250
2006,10.7000,11.7100,28.0000,4.4585
2007,0.2000,12.5500,31.3000,0.0799
2008,8.5000,13.6400,5.7000,19.9836
2009,6.3000,13.0600,5.5000,14.6874
2010,8.4000,10.2000,1.1000,71.4000
2011,2.8000,11.6300,29.0000,1.1194
2012,8.9000,12.5500,46.0000,2.4220
2013,16.6000,13.7800,42.9000,5.3203
2014,1.2000,11.7900,30.1000,0.4686
2015,8.0000,12.8400,35.9000,2.8534
2016,3.6000,12.6900,78.1000,0.5842
2017,2.0000,12.3100,23.8000,1.0305
2018,4.5300,12.6200,45.9300,1.2423
2019,4.5300,12.6200,45.9300,1.2423
