year,S_w_mm,T_spr_C,P_s_mm,SDI
1980,37.1000,2.2300,116.0000,0.7134
1981,22.9000,4.6600,251.3000,0.4246
1982,2.1000,4.5700,269.8000,0.0355
1983,34.8000,4.4200,367.1000,0.4185
1984,8.3000,2.8000,212.5000,0.1094
1985,18.5000,2.3400,277.2000,0.1559
1986,15.9000,4.0900,285.4000,0.2276
1987,17.6000,3.8700,209.6000,0.3249
1988,23.5000,2.4200,216.1000,0.2631
1989,9.5000,5.0400,173.2000,0.2761
1990,23.9000,4.8100,233.7000,0.4912
1991,21.3000,3.1200,292.7000,0.2267
1992,14.1000,3.9000,320.7000,0.1715
1993,14.3000,4.0400,302.2000,0.1910
1994,33.9000,4.7000,288.7000,0.5522
1995,5.6000,3.1600,312.6000,0.0566
1996,20.0000,3.5900,306.3000,0.2341
1997,21.6000,5.0000,253.7000,0.4259
1998,21.9000,6.3600,272.1000,0.5117
1999,14.3000,4.9300,329.8000,0.2139
2000,9.3000,4.6400,279.0000,0.1545
2001,6.8000,5.1000,173.2000,0.2001
2002,30.1000,5.7500,212.8000,0.8129
2003,25.1000,4.8400,230.3000,0.5274
2004,11.3000,5.1000,236.3000,0.2436
2005,24.0000,3.9800,228.7000,0.4176
2006,6.4000,4.4700,295.5000,0.0967
2007,27.0000,4.6400,178.7000,0.7004
2008,25.1000,5.3800,283.6000,0.4755
2009,11.3000,5.8800,147.7000,0.4494
2010,24.7000,2.4200,118.4000,0.5041
2011,6.4000,3.5300,178.9000,0.1262
2012,16.9000,4.7300,225.2000,0.3546
2013,13.4000,4.7000,358.8000,0.1756
2014,8.6000,6.3600,200.2000,0.2732
2015,44.7000,5.4000,219.2000,1.1016
2016,24.5000,5.9600,277.2000,0.5263
2017,19.8000,6.3000,191.9000,0.6498
2018,7.6000,7.5100,327.4000,0.1743
2019,49.3000,5.6800,160.3000,1.7449
