year,S_w_mm,T_spr_C,P_s_mm,SDI
1980,59.8000,13.2500,547.9000,1.4457
1981,40.5000,15.8200,540.0000,1.1866
1982,28.0000,14.9300,1462.2000,0.2859
1983,16.3000,14.9600,539.8000,0.4516
1984,42.4000,14.2800,838.3000,0.7221
1985,82.4000,13.7200,278.1000,4.0636
1986,30.6000,15.4200,192.6000,2.4493
1987,82.0000,13.7500,604.1000,1.8660
1988,37.4000,14.1300,201.9000,2.6162
1989,170.1000,14.2600,708.5000,3.4236
1990,42.7000,14.5100,528.6000,1.1721
1991,82.2000,12.8500,398.1000,2.6524
1992,62.0000,14.4200,193.7000,4.6124
1993,47.8000,14.3800,324.8000,2.1152
1994,47.7000,16.2000,355.1000,2.1751
1995,6.1000,15.3700,497.2000,0.1885
1996,22.0000,14.2600,657.6000,0.4769
1997,23.3000,15.9400,152.6000,2.4321
1998,114.8000,15.0100,801.1000,2.1504
1999,19.3000,15.4700,188.1000,1.5865
2000,46.4000,17.5900,920.0000,0.8873
2001,175.5000,16.8600,324.0000,9.1272
2002,80.9000,15.8000,473.3000,2.6999
2003,67.9000,14.8300,817.5000,1.2319
2004,43.4000,17.1000,416.7000,1.7806
2005,35.0000,16.0200,912.1000,0.6147
2006,60.1000,17.0000,592.4000,1.7243
2007,6.9000,17.2400,647.1000,0.1838
2008,61.6000,17.2200,562.0000,1.8873
2009,34.4000,16.0000,437.8000,1.2572
2010,49.8000,14.7700,397.2000,1.8517
2011,23.9000,16.4800,241.6000,1.6300
2012,32.1000,16.5700,309.9000,1.7153
2013,29.8000,16.9600,392.9000,1.2862
2014,39.0000,15.9100,231.0000,2.6849
2015,25.3000,15.2900,446.5000,0.8664
2016,12.2000,16.1400,361.8000,0.5441
2017,35.4000,16.3900,424.1000,1.3677
2018,87.8000,16.6400,581.9000,2.5100
2019,52.3000,16.1800,296.1000,2.8566
