year,S_w_mm,T_spr_C,P_s_mm,SDI
1980,16.9000,11.4600,420.7000,0.4601
1981,8.6000,12.8400,517.2000,0.2135
1982,27.3000,11.8900,323.3000,1.0035
1983,22.0000,11.2000,313.4000,0.7860
1984,25.4000,11.9300,392.5000,0.7719
1985,13.6000,11.1400,224.4000,0.6747
1986,9.1000,11.7500,236.2000,0.4525
1987,43.5000,11.3200,262.0000,1.8787
1988,57.5000,11.1100,364.1000,1.7537
1989,60.4000,11.1900,361.7000,1.8674
1990,34.6000,11.3500,326.3000,1.2027
1991,33.6000,10.9900,232.9000,1.5842
1992,32.3000,11.8500,350.6000,1.0916
1993,44.7000,11.0500,329.4000,1.4990
1994,56.5000,12.7800,247.8000,2.9128
1995,5.6000,12.5000,284.4000,0.2460
1996,25.1000,10.9400,223.7000,1.2267
1997,13.9000,12.8400,73.1000,2.4384
1998,25.4000,12.2600,421.0000,0.7396
1999,6.4000,12.6600,224.4000,0.3610
2000,17.8000,13.7400,243.4300,1.0044
2001,30.7000,13.1200,212.1000,1.8978
2002,30.0000,12.6500,313.4000,1.2106
2003,27.4000,12.3300,412.4000,0.8190
2004,7.5000,13.7800,235.6000,0.4386
2005,12.1000,13.5400,245.8000,0.6662
2006,32.3000,13.7400,414.8000,1.0700
2007,31.9000,13.5700,370.2000,1.1691
2008,33.6000,13.9800,236.2000,1.9876
2009,20.0000,13.1500,333.0000,0.7896
2010,31.8000,12.1300,359.1000,1.0735
2011,34.0000,12.5400,338.3000,1.2600
2012,23.3000,13.0500,248.0000,1.2254
2013,8.9700,14.7200,230.5000,0.5722
2014,17.6000,13.0400,164.1000,1.3975
2015,17.6000,13.1200,264.0000,0.8747
2016,10.9000,13.6900,189.2000,0.7880
2017,40.0000,13.2500,299.2500,1.7706
2018,28.8000,14.7300,414.4000,1.0232
2019,10.3000,13.9800,225.7000,0.6378
