year,S_w_mm,T_spr_C,P_s_mm,SDI
1980,44.4000,3.1100,154.3000,0.8943
1981,39.9000,4.1900,444.1000,0.3762
1982,47.0000,4.9200,301.2000,0.7671
1983,46.2000,4.6300,337.8000,0.6330
1984,33.9000,3.3600,376.5000,0.3027
1985,34.3000,4.9500,376.2000,0.4516
1986,31.1000,4.7200,245.0000,0.5994
1987,35.2000,3.0100,428.1000,0.2478
1988,28.0000,4.3700,271.3000,0.4504
1989,27.7000,5.6200,248.1000,0.6268
1990,43.9000,6.7400,394.7000,0.7496
1991,15.0000,5.0500,361.3000,0.2096
1992,19.8000,5.3100,318.5000,0.3301
1993,53.0000,5.1500,284.4000,0.9586
1994,41.4000,4.3300,430.2000,0.4167
1995,40.2000,4.1600,219.6000,0.7603
1996,47.3000,5.6600,322.8000,0.8294
1997,50.4000,4.7100,310.5000,0.7641
1998,49.4000,7.6400,299.3000,1.2613
1999,36.7000,2.6500,203.0000,0.4796
2000,41.4000,4.4600,201.4000,0.9154
2001,61.0000,4.3800,161.5000,1.6551
2002,74.0000,6.6800,286.7000,1.7226
2003,25.1000,6.6000,225.5000,0.7344
2004,72.3000,4.3200,196.7000,1.5889
2005,55.2000,3.2100,202.5000,0.8742
2006,58.9000,3.8600,415.5000,0.5472
2007,87.9000,3.8800,206.4000,1.6518
2008,33.8000,6.7800,181.4000,1.2627
2009,52.3000,5.1200,332.5000,0.8055
2010,82.7000,2.5200,388.8000,0.5367
2011,33.8000,3.6400,209.2000,0.5886
2012,26.2000,4.7200,277.8000,0.4455
2013,28.9000,3.2100,319.8000,0.2903
2014,34.9000,6.0400,215.2000,0.9784
2015,63.2000,5.8400,245.7000,1.5021
2016,28.1000,5.5000,298.2000,0.5180
2017,32.8000,6.4000,387.5000,0.5417
2018,56.8000,5.4500,438.9000,0.7053
2019,22.2000,6.4700,765.6000,0.1877
