year,S_w_mm,T_spr_C,P_s_mm,SDI
1980,18.5000,7.7900,186.8000,0.7710
1981,2.9000,8.2300,264.9000,0.0901
1982,37.0000,7.2900,120.4000,2.2372
1983,5.8000,6.6600,201.8000,0.1914
1984,10.7000,7.0800,187.0000,0.4051
1985,9.3000,7.5800,243.7000,0.2890
1986,15.3000,7.2500,233.8000,0.4742
1987,10.6000,7.7400,207.8000,0.3946
1988,18.3000,6.8700,217.6000,0.5778
1989,18.6000,7.1900,275.7000,0.4851
1990,34.6000,7.3800,174.1000,1.4664
1991,16.1000,7.8900,159.8000,0.7941
1992,10.7000,7.8500,181.6000,0.4624
1993,15.9000,7.8600,224.5000,0.5566
1994,3.9000,8.2800,304.3000,0.1061
1995,22.2000,6.2700,216.3000,0.6436
1996,28.5000,5.9800,273.7000,0.6223
1997,49.9000,7.7400,238.0000,1.6231
1998,20.3000,8.3000,265.3000,0.6347
1999,6.7000,7.7000,278.4000,0.1853
2000,22.4000,7.5800,161.2000,1.0533
2001,1.8000,6.8400,225.0000,0.0547
2002,17.1000,7.4300,180.4000,0.7038
2003,18.7000,7.3700,322.3000,0.4275
2004,33.0000,7.8200,196.6000,1.3124
2005,24.9000,7.4800,292.8000,0.6361
2006,15.1000,6.8400,171.0000,0.6034
2007,19.9000,7.9900,342.2000,0.4645
2008,20.8000,8.3400,202.2000,0.8572
2009,11.3000,7.9500,241.4000,0.3720
2010,18.3000,7.3600,174.4000,0.7715
2011,10.0000,6.5000,203.5000,0.3191
2012,13.4000,7.2300,268.1000,0.3612
2013,3.9000,8.5300,250.5000,0.1327
2014,3.1000,7.4800,255.0000,0.0909
2015,15.0000,8.0600,184.8000,0.6541
2016,23.2000,7.9700,193.6000,0.9544
2017,11.2000,6.8400,211.5000,0.3622
2018,5.1000,9.0500,305.4000,0.1510
2019,10.0000,8.0700,294.9000,0.2737
