year,S_w_mm,T_spr_C,P_s_mm,SDI
1980,25.4000,0.1300,615.2000,0.0054
1981,20.0000,2.9700,439.2000,0.1354
1982,55.2000,2.4600,198.6000,0.6827
1983,63.1000,2.8100,323.2000,0.5478
1984,35.1000,1.7000,502.7000,0.1190
1985,24.9000,2.7600,384.1000,0.1791
1986,15.3000,2.6200,379.1000,0.1055
1987,16.0000,-0.0700,275.6000,-0.0042
1988,24.7000,1.6800,352.9000,0.1174
1989,47.9000,2.5300,436.8000,0.2773
1990,13.1000,4.9200,405.4000,0.1589
1991,48.1000,2.4600,454.9000,0.2604
1992,10.1000,3.4500,297.7000,0.1171
1993,16.6000,3.2200,431.0000,0.1240
1994,36.7000,2.2200,277.7000,0.2935
1995,26.8000,1.8900,192.0000,0.2633
1996,58.6000,3.2200,439.5000,0.4287
1997,40.6000,3.7100,298.9000,0.5036
1998,20.8000,5.4400,787.8000,0.1437
1999,25.7000,1.3900,295.0000,0.1211
2000,20.2000,3.5400,253.1000,0.2828
2001,45.5000,3.1900,305.9000,0.4745
2002,30.8000,4.8900,324.6000,0.4640
2003,14.4000,4.4400,419.0000,0.1525
2004,40.0000,2.2800,191.7000,0.4751
2005,52.9000,2.1300,261.2000,0.4311
2006,35.5000,2.1800,441.3000,0.1752
2007,64.7000,2.7800,137.5000,1.3079
2008,20.6000,5.4400,273.9000,0.4093
2009,37.5000,4.2300,393.0000,0.4033
2010,32.6000,1.4800,401.3000,0.1202
2011,11.3000,2.8800,407.3000,0.0798
2012,32.1000,3.0800,352.5000,0.2802
2013,24.9000,2.2100,395.1000,0.1395
2014,20.8000,4.6100,417.0000,0.2299
2015,29.9000,3.7700,352.2000,0.3203
2016,10.7000,4.5100,181.0000,0.2663
2017,21.5000,5.1400,369.7000,0.2988
2018,24.4000,4.1600,557.2000,0.1821
2019,11.2000,4.5800,570.4000,0.0898
