year,S_w_mm,T_spr_C,P_s_mm,SDI
1980,1.8000,8.4300,96.6000,0.1568
1981,25.2000,9.7200,95.0000,2.5761
1982,1.4000,8.4900,175.2000,0.0678
1983,11.3000,8.0600,87.4000,1.0411
1984,1.3000,8.1200,69.4000,0.1518
1985,14.0000,7.9200,34.5000,3.2058
1986,1.0000,7.8000,125.7000,0.0620
1987,1.7000,8.3700,142.8000,0.0995
1988,10.8000,6.5200,92.3000,0.7616
1989,11.7000,7.6000,167.7000,0.5299
1990,1.2000,8.1800,107.6000,0.0911
1991,2.9000,8.3800,243.5000,0.0998
1992,18.5000,8.0300,164.3000,0.9032
1993,7.1000,7.9000,189.1000,0.2964
1994,23.9000,7.8100,175.2000,1.0643
1995,5.6000,8.2500,90.7000,0.5086
1996,28.4000,7.2800,208.3300,0.9917
1997,0.0000,10.7100,148.0000,0.0000
1998,3.5000,8.5300,257.2000,0.1161
1999,2.5000,8.9100,253.9000,0.0877
2000,1.1000,9.6700,288.8000,0.0368
2001,0.2000,9.8100,125.4000,0.0156
2002,1.7000,9.0200,255.7000,0.0599
2003,5.4000,7.9800,146.6000,0.2936
2004,8.4000,10.3300,179.3000,0.4838
2005,1.9000,10.2200,185.6000,0.1046
2006,2.3000,9.5400,147.5000,0.1486
2007,0.3000,10.4700,201.9000,0.0156
2008,4.2000,10.6600,96.9000,0.4617
2009,37.4000,9.5700,127.5000,2.8061
2010,0.5000,8.3000,124.7000,0.0332
2011,9.8000,8.9400,96.4000,0.9075
2012,2.5000,8.8300,159.9000,0.1380
2013,8.5000,10.0000,152.9000,0.5556
2014,6.0000,7.2100,195.6000,0.2210
2015,11.0000,8.3300,164.8500,0.5557
2016,1.6000,9.2800,240.9000,0.0616
2017,17.4000,7.6600,182.5500,0.7296
2018,3.2700,8.4200,196.1000,0.1402
2019,3.2700,8.4200,196.1000,0.1402
