year,S_w_mm,T_spr_C,P_s_mm,SDI
1980,68.7000,6.7500,517.0000,0.8972
1981,54.2000,8.3600,580.2000,0.7811
1982,29.2000,8.0900,646.2000,0.3654
1983,54.0000,8.7900,674.1000,0.7041
1984,69.9000,6.7300,868.8000,0.5416
1985,84.9000,7.1800,1378.5000,0.4420
1986,51.2000,7.8700,823.9000,0.4887
1987,63.9000,6.7100,641.7000,0.6676
1988,28.8000,6.8000,546.6000,0.3584
1989,28.7000,9.3200,489.3000,0.5463
1990,69.3000,8.3700,687.8000,0.8427
1991,57.0000,7.8500,588.4000,0.7601
1992,46.5000,8.6500,556.4000,0.7224
1993,34.0000,8.4100,475.0000,0.6019
1994,29.8000,7.9500,621.4000,0.3811
1995,41.2000,7.2900,1119.1000,0.2682
1996,32.0000,7.4500,1264.7000,0.1884
1997,74.7000,8.3500,560.6000,1.1124
1998,77.2000,9.8600,692.9000,1.0981
1999,41.5000,8.2200,527.2000,0.6472
2000,85.9000,7.8700,310.8000,2.1740
2001,70.6000,8.1500,728.9000,0.7897
2002,64.5000,9.9400,555.0000,1.1546
2003,32.9000,9.3200,549.1000,0.5583
2004,154.0000,8.2700,773.9000,1.6449
2005,28.4000,7.4200,552.8000,0.3813
2006,54.3000,7.5500,785.1000,0.5222
2007,86.5000,8.0300,592.5000,1.1723
2008,21.4000,9.2500,668.8000,0.2958
2009,110.7000,8.7600,509.5000,1.9034
2010,148.0000,6.1700,1168.0000,0.7820
2011,8.3000,7.4500,763.9000,0.0809
2012,72.7000,8.2400,761.6000,0.7863
2013,81.7000,6.7700,825.5000,0.6701
2014,30.8000,9.4200,482.8000,0.6009
2015,60.1000,8.6400,541.7000,0.9581
2016,46.6000,9.0200,656.7000,0.6399
2017,55.7000,9.0200,564.2000,0.8904
2018,51.3000,8.7600,692.6000,0.6491
2019,46.8000,8.7300,628.7000,0.6500
