year,S_w_mm,T_spr_C,P_s_mm,SDI
1980,6.4000,12.1100,276.1000,0.2805
1981,12.5000,14.4800,295.3000,0.6128
1982,9.4000,14.5900,234.5000,0.5847
1983,14.2000,13.6500,290.4000,0.6672
1984,14.5000,12.1000,424.2000,0.4137
1985,11.4000,12.0400,284.1000,0.4831
1986,12.6000,13.5700,276.9000,0.6174
1987,10.3000,12.5200,513.9000,0.2508
1988,3.8000,12.5500,408.2000,0.1168
1989,24.3000,14.0600,193.2000,1.7679
1990,55.8000,12.7300,759.9000,0.9350
1991,41.3000,11.7100,436.1000,1.1086
1992,12.6000,13.0400,267.7000,0.6136
1993,2.5000,13.0100,458.7000,0.0709
1994,12.2000,13.8500,371.1000,0.4553
1995,0.7000,13.4400,441.7000,0.0213
1996,1.0000,12.9900,510.7000,0.0254
1997,17.4000,13.5000,208.9000,1.1237
1998,19.6000,14.1000,511.1000,0.5404
1999,0.0000,13.4800,287.4000,0.0000
2000,16.0000,14.3400,321.6000,0.7131
2001,44.4000,14.5900,201.8000,3.2076
2002,8.2000,14.8200,175.8000,0.6906
2003,11.0000,13.8700,303.9000,0.5017
2004,9.0000,14.6400,474.8000,0.2775
2005,15.4000,14.0500,359.6000,0.6014
2006,11.9000,14.1100,352.1000,0.4766
2007,35.2000,14.3600,395.4000,1.2784
2008,7.5000,15.1400,217.7000,0.5215
2009,7.1000,14.6500,285.8000,0.3637
2010,31.2000,12.6100,708.0000,0.5556
2011,10.5000,13.8000,248.0000,0.5841
2012,17.8000,14.4500,455.2000,0.5651
2013,31.3000,13.0300,599.1000,0.6806
2014,4.8000,16.2100,305.7000,0.2545
2015,5.3000,14.5800,600.5000,0.1287
2016,26.8000,15.4200,545.0000,0.7579
2017,10.1000,15.7200,331.2000,0.4792
2018,3.0000,15.3800,349.9000,0.1319
2019,1.9000,15.2800,342.1000,0.0848
