year,S_w_mm,T_spr_C,P_s_mm,SDI
1980,7.9300,8.1600,60.5000,1.0679
1981,1.2700,10.0000,89.4000,0.1415
1982,0.2700,10.2900,76.9000,0.0357
1983,4.6000,9.2600,42.5000,1.0002
1984,3.6000,9.3300,167.2000,0.2008
1985,0.6000,8.3600,87.0000,0.0576
1986,7.7000,9.7200,36.4000,2.0502
1987,1.9000,9.8600,70.8000,0.2641
1988,2.8000,8.3600,239.3000,0.0978
1989,3.8000,10.3200,81.2000,0.4823
1990,5.0000,9.8000,63.9000,0.7654
1991,26.6000,8.9600,42.3000,5.6183
1992,10.4000,10.3900,131.8000,0.8189
1993,5.2000,9.8900,58.6000,0.8758
1994,3.0000,10.7500,140.1000,0.2300
1995,2.6000,8.9800,156.4000,0.1492
1996,8.9000,8.6900,114.7000,0.6740
1997,2.5000,11.6200,184.1000,0.1577
1998,1.6000,11.4000,63.6000,0.2865
1999,0.2000,11.4000,57.4000,0.0397
2000,1.9000,11.0400,64.5000,0.3247
2001,2.0000,10.7100,84.7000,0.2526
2002,8.6000,10.6800,82.3000,1.1145
2003,6.0000,10.4800,79.5000,0.7900
2004,10.8000,11.5800,93.3000,1.3391
2005,0.1000,10.7200,57.1000,0.0187
2006,7.2000,11.0100,106.5000,0.7433
2007,17.0000,10.8700,109.4000,1.6872
2008,9.3000,11.8600,167.6000,0.6577
2009,4.5000,11.7100,37.6000,1.3981
2010,3.6000,8.0200,44.2000,0.6515
2011,0.6000,8.8700,35.5000,0.1495
2012,0.4000,10.4600,143.2000,0.0292
2013,0.0000,11.4700,59.9000,0.0000
2014,0.7000,11.2800,64.0000,0.1232
2015,1.3000,10.1500,28.2000,0.4664
2016,4.7000,10.8000,105.4000,0.4813
2017,20.3000,10.8900,48.0000,4.5947
2018,3.9000,12.8300,94.1000,0.5313
2019,6.0000,10.8900,50.4000,1.2941
