year,S_w_mm,T_spr_C,P_s_mm,SDI
1980,13.5000,14.1300,18.6000,10.2035
1981,8.2000,15.4100,69.3000,1.8204
1982,2.8000,14.0900,71.1000,0.5540
1983,1.1000,13.6400,34.4000,0.4348
1984,0.9000,13.7800,9.1000,1.3483
1985,8.0000,13.5200,10.9000,9.8364
1986,13.0000,13.4900,9.5000,18.2724
1987,0.8000,13.8500,93.8000,0.1180
1988,1.7000,12.3600,92.4000,0.2272
1989,0.9000,13.7100,30.5000,0.4031
1990,0.9000,13.8400,77.6000,0.1603
1991,18.8000,14.0000,92.0000,2.8584
1992,1.1000,14.2700,33.5000,0.4672
1993,3.2000,14.2300,51.8000,0.8774
1994,4.4000,14.2000,24.6000,2.5288
1995,11.1000,14.0100,55.2000,2.8121
1996,14.5000,13.3600,27.2000,7.0976
1997,0.0000,16.6700,32.3000,0.0000
1998,8.4000,14.0100,42.2000,2.7829
1999,1.7000,14.9400,76.7000,0.3306
2000,1.6000,15.6600,47.0000,0.5318
2001,1.6000,15.3500,44.5000,0.5508
2002,13.5000,14.9300,46.5000,4.3253
2003,14.2000,13.7100,34.8000,5.5791
2004,10.9000,15.9800,37.1000,4.6808
2005,8.1000,15.8200,29.9000,4.2727
2006,3.1000,15.2600,22.9000,2.0569
2007,0.1000,16.4600,75.4000,0.0218
2008,3.1000,16.7400,22.8000,2.2663
2009,0.3000,16.1400,7.9000,0.6054
2010,2.9000,13.7200,3.4000,11.3685
2011,0.0000,14.0800,22.1000,0.0000
2012,14.2000,15.1700,20.2000,10.6120
2013,0.0000,16.4600,76.4000,0.0000
2014,0.3000,14.2000,22.7000,0.1868
2015,6.6000,14.9900,23.8000,4.1399
2016,7.7000,15.5300,62.3000,1.9157
2017,0.9000,14.4900,49.5000,0.2629
2018,5.0700,15.0000,45.2000,1.6778
2019,5.0700,15.0000,45.2000,1.6778
