year,S_w_mm,T_spr_C,P_s_mm,SDI
1980,55.9000,11.1500,62.3000,9.9905
1981,63.2000,12.5000,87.7000,8.9969
1982,23.0000,11.9200,65.8000,4.1593
1983,35.9000,11.8000,36.4000,11.6050
1984,53.2000,10.8000,35.8000,16.0093
1985,82.9000,9.6000,80.2000,9.9120
1986,63.9000,10.1400,67.0000,9.6556
1987,96.7000,11.0100,71.4000,14.8843
1988,102.0000,10.0500,118.0000,8.6790
1989,61.5000,9.9000,51.9000,11.7061
1990,61.4000,11.3100,62.4000,11.1118
1991,81.3000,11.1500,51.7000,17.4965
1992,89.0000,11.1700,61.4000,16.1641
1993,82.7000,10.5400,123.9000,7.0311
1994,101.5000,10.2100,53.9000,19.1967
1995,39.0000,11.5800,38.9000,11.5848
1996,81.8000,9.4400,49.4000,15.6020
1997,92.2000,13.6800,75.5000,16.6777
1998,120.1000,9.3400,106.5000,10.5255
1999,58.3000,11.2000,58.3000,11.1787
2000,110.8000,12.7300,50.2000,28.0328
2001,60.6000,13.7100,60.4000,13.7324
2002,85.7000,11.9200,86.5000,11.7925
2003,94.5000,9.5500,89.3000,10.0902
2004,68.6000,13.0200,187.4000,4.7618
2005,76.3000,13.0500,84.1000,11.8217
2006,41.9000,13.4800,85.1000,6.6284
2007,41.9000,13.2700,107.0000,5.1918
2008,29.1000,14.4200,34.4000,12.1589
2009,74.1000,12.3100,58.6000,15.5448
2010,145.7000,11.8800,75.0000,23.0511
2011,68.4000,12.1300,88.1000,9.4056
2012,115.6000,12.9400,34.4000,43.3700
2013,68.4000,13.4200,82.6000,11.0955
2014,114.3000,11.5800,61.0000,21.6534
2015,62.2000,13.2300,110.9000,7.4114
2016,66.6000,14.3400,136.1000,7.0143
2017,71.6000,11.9100,78.8000,10.8074
2018,69.9300,13.1600,108.6000,8.4666
2019,69.9300,13.1600,108.6000,8.4666
