year,S_w_mm,T_spr_C,P_s_mm,SDI
1980,7.5000,8.8300,74.5000,0.8875
1981,3.7000,10.2400,57.5000,0.6579
1982,12.1000,9.6400,48.4000,2.4043
1983,12.2000,8.5400,124.4000,0.8371
1984,3.5000,9.4300,95.3000,0.3461
1985,7.5000,8.7100,162.4000,0.4019
1986,3.8000,9.4500,113.0000,0.3176
1987,12.2000,9.7500,110.1000,1.0796
1988,14.3000,8.5500,100.7000,1.2129
1989,16.3000,9.7100,77.6000,2.0367
1990,8.2000,9.4300,91.3000,0.8457
1991,26.6000,9.3500,25.8000,9.6027
1992,16.9000,9.8100,73.3000,2.2592
1993,11.4000,9.4600,170.7000,0.6315
1994,7.2000,10.0300,116.6000,0.6188
1995,12.1000,9.0700,110.6000,0.9918
1996,21.9000,8.6300,154.9000,1.2197
1997,5.6000,11.0700,94.3000,0.6568
1998,12.6000,10.4200,54.9000,2.3865
1999,15.4000,10.8200,106.1000,1.5689
2000,9.9000,11.1500,118.7000,0.9292
2001,2.7000,10.3900,56.3000,0.4972
2002,13.3000,10.4200,108.6000,1.2753
2003,9.9000,10.4300,93.3000,1.1054
2004,10.8000,11.8600,137.5000,0.9306
2005,11.1000,11.2700,57.9700,2.1551
2006,11.5000,11.1700,133.6000,0.9605
2007,18.8000,10.8900,97.6000,2.0953
2008,21.5000,12.3800,34.9000,7.6018
2009,4.1000,12.2300,60.0000,0.8344
2010,17.3000,9.3700,32.8000,4.9286
2011,7.8000,10.0100,139.7000,0.5585
2012,16.5000,11.1900,78.6000,2.3466
2013,3.7300,13.1400,56.4000,0.8685
2014,13.8000,11.8600,148.5000,1.1011
2015,17.4000,11.6500,92.3000,2.1930
2016,10.7000,11.6400,84.9000,1.4658
2017,0.1000,11.1800,123.0000,0.0091
2018,11.5000,11.9300,207.3000,0.6615
2019,5.5000,10.5400,117.5000,0.4929
