year,S_w_mm,T_spr_C,P_s_mm,SDI
1980,8.3000,13.1500,469.0000,0.2326
1981,6.1000,14.9300,1012.8000,0.0899
1982,6.1000,13.1200,353.1000,0.2265
1983,8.6000,13.0800,449.5000,0.2502
1984,16.3000,13.7200,672.3000,0.3326
1985,12.2000,13.7300,309.9000,0.5403
1986,7.9000,13.6700,393.8000,0.2741
1987,0.2000,13.9900,317.5000,0.0088
1988,16.0000,13.0300,530.9000,0.3927
1989,25.5000,12.9100,514.9000,0.6394
1990,12.0000,13.4100,552.8000,0.2911
1991,10.0000,13.6000,270.1000,0.5033
1992,4.1000,13.9500,527.3000,0.1084
1993,10.1000,13.5500,350.9000,0.3900
1994,20.0000,14.2800,329.7000,0.8661
1995,2.2000,14.4000,457.4000,0.0692
1996,12.1000,12.4800,365.4000,0.4131
1997,11.6000,14.8900,304.1000,0.5678
1998,4.0000,14.9600,532.6000,0.1123
1999,1.7000,14.2900,332.9000,0.0730
2000,6.4000,15.2400,271.8000,0.3586
2001,4.8000,15.2700,301.8000,0.2428
2002,4.2000,14.5400,233.0000,0.2620
2003,2.0000,14.4900,359.1000,0.0807
2004,2.4000,14.7400,259.6000,0.1363
2005,1.3000,15.6100,525.1000,0.0386
2006,13.5000,15.2000,316.4000,0.6484
2007,3.1000,15.1400,404.0000,0.1162
2008,15.0000,15.4900,275.0000,0.8447
2009,0.8000,14.2300,423.8000,0.0269
2010,4.0000,13.4700,543.3000,0.0991
2011,2.2000,14.0100,368.5000,0.0836
2012,11.3000,14.6100,488.3000,0.3380
2013,1.8000,16.0000,454.2000,0.0634
2014,15.1000,14.1000,215.7000,0.9868
2015,5.2000,14.7200,293.6000,0.2607
2016,2.9000,14.6300,248.1000,0.1709
2017,0.7000,14.3800,381.3000,0.0264
2018,23.6000,15.6700,687.5000,0.5379
2019,5.9000,14.7500,404.7000,0.2149
