year,S_w_mm,T_spr_C,P_s_mm,SDI
1980,7.2000,9.4900,326.1000,0.2096
1981,10.7000,10.5400,396.5000,0.2845
1982,29.4000,9.6500,161.1000,1.7604
1983,10.4000,8.7900,235.4000,0.3880
1984,18.4000,9.7400,286.3000,0.6257
1985,6.5000,9.7300,268.4000,0.2356
1986,14.0000,9.6700,208.7000,0.6485
1987,26.2000,9.7500,260.0000,0.9821
1988,50.0000,8.8200,222.7000,1.9795
1989,39.3000,9.2100,319.1000,1.1338
1990,35.6000,9.5300,335.1000,1.0117
1991,20.4000,9.3200,105.6000,1.7987
1992,20.3000,10.0000,382.1000,0.5313
1993,39.9000,9.2300,255.9000,1.4393
1994,30.7000,10.4800,326.8000,0.9840
1995,12.5000,10.4100,303.2000,0.4289
1996,23.1000,8.7700,491.9000,0.4118
1997,9.7000,11.2400,192.6000,0.5660
1998,24.8000,10.3400,251.7000,1.0181
1999,3.5000,10.7400,270.5000,0.1390
2000,8.8000,11.8500,219.4000,0.4751
2001,21.7000,10.9100,304.4000,0.7777
2002,21.2000,10.6900,337.8000,0.6706
2003,21.8000,10.3500,284.3000,0.7934
2004,10.0000,11.9700,210.8000,0.5675
2005,12.9000,11.6500,288.6000,0.5206
2006,26.3000,11.8400,243.9000,1.2762
2007,29.2000,12.0300,176.9000,1.9841
2008,18.6000,12.3700,160.7000,1.4308
2009,24.6000,11.6100,214.0000,1.3342
2010,25.6000,10.4200,355.1000,0.7514
2011,17.7000,10.3400,198.3000,0.9221
2012,19.3000,11.0200,243.2000,0.8745
2013,8.0000,12.8200,430.9000,0.2379
2014,20.4000,11.4200,162.0000,1.4378
2015,16.6000,11.3000,161.8000,1.1584
2016,8.8000,11.5700,306.2000,0.3324
2017,53.7000,10.2900,345.2000,1.6001
2018,27.9000,12.2300,494.1000,0.6906
2019,20.6000,10.8600,366.0000,0.6113
