year,S_w_mm,T_spr_C,P_s_mm,SDI
1980,33.0000,4.7700,307.1000,0.5128
1981,28.3000,6.6800,403.4000,0.4686
1982,33.8000,6.6200,122.0000,1.8327
1983,6.3000,7.3900,359.4000,0.1295
1984,20.0000,5.1900,388.8000,0.2669
1985,13.6000,6.1400,654.8000,0.1275
1986,18.5000,6.0500,356.6000,0.3138
1987,27.1000,4.4500,461.6000,0.2611
1988,52.6000,4.9200,526.1000,0.4916
1989,21.6000,7.2600,196.6000,0.7977
1990,40.2000,7.8500,323.7000,0.9740
1991,11.2000,6.0700,306.7000,0.2217
1992,15.3000,6.6400,259.6000,0.3911
1993,18.9000,6.9600,250.9000,0.5243
1994,18.8000,6.0300,699.0000,0.1620
1995,14.4000,5.5500,177.8000,0.4491
1996,30.2000,6.8700,271.8000,0.7625
1997,12.0000,6.9300,275.1000,0.3023
1998,23.8000,9.4100,477.6000,0.4686
1999,33.8000,4.5300,374.3000,0.4092
2000,36.3000,6.7700,191.2000,1.2856
2001,15.6000,6.6800,237.0000,0.4395
2002,12.6000,8.8300,598.8000,0.1858
2003,9.7000,8.5000,474.2000,0.1739
2004,41.9000,6.8700,229.8000,1.2524
2005,20.1000,5.5300,400.3000,0.2776
2006,16.3000,6.0600,339.0000,0.2911
2007,44.8000,6.3100,145.8000,1.9365
2008,22.5000,9.1400,320.1000,0.6421
2009,23.0000,7.8300,277.0000,0.6501
2010,101.0000,3.6200,275.7000,1.3267
2011,6.3000,5.6300,284.9000,0.1245
2012,38.0000,6.2500,394.6000,0.6019
2013,50.3000,5.0500,439.8000,0.5777
2014,18.1000,8.1500,275.5300,0.5353
2015,49.9000,7.4800,321.1000,1.1625
2016,19.4000,7.9500,320.3000,0.4812
2017,24.7000,8.2400,387.0000,0.5255
2018,31.7000,7.8700,237.7000,1.0493
2019,49.0000,8.6000,508.3000,0.8288
