year,S_w_mm,T_spr_C,P_s_mm,SDI
1980,13.1000,13.2700,260.6000,0.6670
1981,2.3000,15.6700,333.1000,0.1081
1982,7.1000,15.9800,493.0000,0.2301
1983,0.2000,15.0700,175.3000,0.0172
1984,14.7000,13.3200,258.6000,0.7570
1985,12.8000,13.1100,297.7000,0.5634
1986,20.6000,14.7800,259.5000,1.1732
1987,13.0000,13.7000,245.6000,0.7249
1988,1.8000,13.8400,475.9000,0.0523
1989,33.5000,15.3600,352.8000,1.4579
1990,68.4000,14.0100,417.5000,2.2945
1991,58.7000,12.8700,267.9000,2.8198
1992,7.9000,14.6500,315.1000,0.3671
1993,7.2000,14.5700,250.6000,0.4183
1994,21.8000,15.4400,339.4000,0.9914
1995,3.5000,15.1100,502.6000,0.1052
1996,7.0000,14.3100,997.2000,0.1004
1997,21.9000,15.4500,155.1000,2.1803
1998,27.2000,15.3600,154.8000,2.6975
1999,0.6000,15.0900,408.6000,0.0222
2000,19.2000,16.1900,384.5000,0.8081
2001,34.0000,16.7800,192.4000,2.9646
2002,29.5000,16.1600,245.8000,1.9384
2003,18.1000,14.7500,275.5000,0.9687
2004,24.1000,15.9800,383.0000,1.0050
2005,18.4000,15.5000,234.7000,1.2145
2006,9.8000,15.5700,289.4000,0.5272
2007,5.9000,16.1100,200.7000,0.4733
2008,8.1000,16.3700,464.9000,0.2851
2009,8.8000,16.2600,404.4000,0.3536
2010,25.6000,13.9900,246.8000,1.4505
2011,16.0000,15.7900,451.1000,0.5599
2012,10.3000,16.4000,417.5000,0.4045
2013,13.1000,14.9400,326.5000,0.5993
2014,3.9000,17.3700,131.9000,0.5131
2015,8.7000,16.1900,261.4000,0.5387
2016,13.1000,16.6400,556.3000,0.3918
2017,7.9000,16.5100,330.8500,0.3940
2018,9.8000,16.4500,382.8500,0.4209
2019,9.8000,16.4500,382.8500,0.4209
