year,S_w_mm,T_spr_C,P_s_mm,SDI
1980,25.8000,3.4200,163.6000,0.5393
1981,20.9000,5.2400,189.3000,0.5784
1982,24.0000,5.4300,142.8000,0.9128
1983,18.0000,4.8200,207.4000,0.4182
1984,16.3000,4.1300,245.2000,0.2746
1985,23.0000,2.7600,274.0000,0.2317
1986,24.5000,4.9500,156.4000,0.7756
1987,17.7000,5.0000,179.0000,0.4944
1988,8.1000,2.7000,316.3000,0.0691
1989,10.7000,5.5200,127.1000,0.4640
1990,26.4000,5.1900,278.5000,0.4914
1991,39.6000,4.2800,136.5000,1.2415
1992,19.6000,5.4200,237.1000,0.4476
1993,21.8000,4.8700,141.2000,0.7515
1994,34.6000,5.8200,201.5000,0.9990
1995,15.9000,3.6500,179.5000,0.3231
1996,12.3000,4.0900,255.6000,0.1966
1997,13.9000,5.9900,131.1000,0.6343
1998,37.5000,6.9500,254.5000,1.0237
1999,27.7000,6.0800,179.7000,0.9366
2000,24.2000,5.5100,227.2000,0.5868
2001,27.3000,5.7100,128.7000,1.2102
2002,30.5000,6.0300,146.1000,1.2585
2003,70.6000,5.3200,275.6000,1.3614
2004,28.9000,6.0100,205.1000,0.8458
2005,21.9000,5.1300,126.1000,0.8901
2006,28.8000,5.7000,139.7000,1.1749
2007,41.3000,5.4600,160.2000,1.4061
2008,48.3000,6.4100,251.0000,1.2338
2009,13.1000,6.8400,150.0000,0.5968
2010,45.6000,3.3700,105.3000,1.4569
2011,13.8000,4.0800,147.6000,0.3808
2012,15.1000,6.0600,235.4000,0.3888
2013,10.8000,6.8800,246.4000,0.3016
2014,25.7000,7.1500,145.7000,1.2603
2015,20.1000,6.0100,116.8000,1.0330
2016,28.4000,6.7200,301.1000,0.6338
2017,32.0000,6.7200,125.0500,1.7181
2018,15.0000,8.8900,272.7000,0.4888
2019,38.8000,6.1700,249.4000,0.9598
