year,S_w_mm,T_spr_C,P_s_mm,SDI
1980,6.4000,3.0100,337.8000,0.0571
1981,48.9000,5.2000,418.5000,0.6073
1982,12.8000,5.1200,106.1000,0.6174
1983,57.4000,5.1500,299.6000,0.9872
1984,30.8000,4.0300,449.2000,0.2761
1985,13.0000,5.3500,460.4000,0.1511
1986,12.8000,4.7400,272.3000,0.2229
1987,19.3000,2.8200,377.7000,0.1441
1988,13.2000,3.8300,275.6000,0.1832
1989,24.9000,5.2900,226.7000,0.5806
1990,9.9000,6.9500,294.5000,0.2337
1991,34.6000,5.0100,398.8000,0.4346
1992,8.9000,5.6800,256.9000,0.1966
1993,13.5000,5.9000,322.4000,0.2469
1994,18.1000,4.5500,259.7000,0.3168
1995,19.9000,3.9300,187.8000,0.4167
1996,5.2000,6.1000,263.7000,0.1202
1997,12.1000,6.0700,313.9000,0.2339
1998,13.1000,7.8200,572.1000,0.1790
1999,9.4000,3.4800,238.2000,0.1371
2000,15.6000,5.6400,216.9000,0.4057
2001,12.8000,5.3700,228.3000,0.3012
2002,14.5000,7.2500,214.8000,0.4891
2003,7.0000,7.3600,450.9000,0.1142
2004,16.2000,5.0200,206.7000,0.3929
2005,24.1000,4.6100,287.9000,0.3857
2006,28.1000,4.8400,439.2000,0.3095
2007,39.0000,5.0100,149.5000,1.3066
2008,30.2000,7.7700,215.8000,1.0874
2009,38.3000,6.0200,536.1000,0.4298
2010,32.0000,3.0200,232.5000,0.4153
2011,6.9000,5.0800,355.8000,0.0985
2012,13.8000,5.5200,241.7000,0.3153
2013,27.8000,3.3900,425.5000,0.2214
2014,19.0000,6.8400,354.8000,0.3664
2015,42.3000,5.4200,413.1000,0.5546
2016,16.9000,6.6000,187.3000,0.5952
2017,10.9000,7.4000,292.7000,0.2754
2018,20.3000,6.3800,418.6000,0.3092
2019,15.0000,7.1300,564.0000,0.1897
