year,S_w_mm,T_spr_C,P_s_mm,SDI
1980,30.9000,4.4400,147.5000,0.9291
1981,8.1000,6.1500,313.4000,0.1589
1982,10.4000,6.4600,245.5000,0.2734
1983,18.9000,5.9400,323.9000,0.3464
1984,13.7000,4.8500,294.2000,0.2256
1985,4.1000,4.6100,262.7000,0.0720
1986,36.3000,5.2600,195.6000,0.9756
1987,5.8000,5.8300,215.5000,0.1568
1988,32.6000,4.2500,299.8000,0.4615
1989,9.8000,5.6100,253.1000,0.2172
1990,83.1000,5.2700,299.1000,1.4624
1991,44.4000,4.9900,210.2000,1.0543
1992,19.2000,5.7700,341.5000,0.3243
1993,19.7000,5.3000,161.1000,0.6480
1994,22.9000,6.3000,303.9000,0.4747
1995,8.4000,4.5200,301.8000,0.1256
1996,24.5000,4.1700,275.5000,0.3710
1997,14.7000,6.6400,219.0000,0.4458
1998,31.6000,7.5200,216.2000,1.0986
1999,15.7000,7.2100,139.4000,0.8114
2000,18.5000,6.4600,280.1000,0.4264
2001,32.0000,6.7000,181.1000,1.1826
2002,15.0000,6.7400,344.9000,0.2929
2003,35.0000,6.3800,238.1000,0.9375
2004,15.0000,7.1300,276.3000,0.3869
2005,22.9000,6.3000,236.2000,0.6103
2006,21.7000,6.9200,305.8000,0.4906
2007,31.4000,6.4600,156.9000,1.2911
2008,24.6000,6.9200,283.2000,0.6005
2009,9.9000,7.1300,138.3000,0.5098
2010,27.2000,4.6700,200.4000,0.6330
2011,34.3000,4.6500,210.6000,0.7563
2012,20.4000,7.0500,316.1000,0.4550
2013,6.8000,7.5700,394.8000,0.1303
2014,7.0000,7.4800,194.8000,0.2686
2015,27.6000,6.7300,226.5000,0.8203
2016,16.3000,7.6000,278.9000,0.4443
2017,41.8000,6.9900,218.7000,1.3363
2018,31.0000,9.0400,425.0000,0.6594
2019,28.3000,6.7900,288.6000,0.6660
