year,S_w_mm,T_spr_C,P_s_mm,SDI
1980,5.6000,3.5800,103.5000,0.1934
1981,16.4000,3.5600,186.5000,0.3127
1982,44.6000,2.1600,132.3000,0.7272
1983,10.4000,1.5700,113.2000,0.1445
1984,3.2000,3.1900,107.0000,0.0952
1985,12.2000,3.4900,99.6000,0.4271
1986,35.6000,2.4000,181.9000,0.4701
1987,43.3000,2.9800,122.5000,1.0526
1988,12.9000,2.8100,102.7000,0.3531
1989,76.1000,2.2000,267.3000,0.6252
1990,48.3000,2.6300,63.4000,2.0016
1991,17.8000,3.2200,181.8000,0.3156
1992,15.7000,3.6600,191.0000,0.3005
1993,35.5000,3.0600,123.0000,0.8824
1994,10.2000,3.3300,135.1000,0.2512
1995,17.8000,2.9600,107.9000,0.4875
1996,19.1000,3.8100,119.3000,0.6087
1997,8.9000,3.8000,100.3000,0.3370
1998,12.1000,4.9000,156.3000,0.3788
1999,4.0000,4.2000,199.8000,0.0841
2000,6.2000,3.1500,124.8000,0.1562
2001,4.1000,2.6100,67.1000,0.1594
2002,8.6000,4.0000,161.0000,0.2138
2003,6.9000,4.1100,133.9000,0.2118
2004,20.1000,4.4600,97.0000,0.9234
2005,6.5000,3.9500,216.4000,0.1186
2006,13.5000,3.1000,131.5000,0.3183
2007,15.9000,4.8300,157.7000,0.4865
2008,5.7000,4.3500,142.5000,0.1740
2009,24.7000,4.3700,202.2000,0.5336
2010,2.0000,4.3600,187.7000,0.0465
2011,5.8000,3.4300,170.0000,0.1170
2012,11.9000,3.6700,201.1000,0.2172
2013,2.7000,4.7800,202.0000,0.0639
2014,6.7000,4.6200,115.7000,0.2670
2015,19.4000,4.7200,180.2000,0.5082
2016,25.5000,5.1300,207.7000,0.6293
2017,12.9000,4.0600,157.8000,0.3321
2018,16.3300,4.6400,181.9000,0.4163
2019,16.3300,4.6400,181.9000,0.4163
