year,S_w_mm,T_spr_C,P_s_mm,SDI
1980,11.2000,1.1500,269.6000,0.0476
1981,35.9000,3.6800,372.9000,0.3543
1982,22.6000,3.6800,286.6000,0.2902
1983,36.4000,3.4600,311.6000,0.4043
1984,19.4000,2.8800,433.6000,0.1287
1985,18.4000,3.2600,459.1000,0.1307
1986,18.9000,2.9800,303.4000,0.1856
1987,34.7000,0.5100,388.9000,0.0455
1988,37.9000,1.9500,392.8000,0.1881
1989,32.8000,4.0000,210.7000,0.6222
1990,20.2000,5.2700,423.3000,0.2512
1991,27.9000,3.1200,497.8000,0.1750
1992,10.4000,3.8800,277.0000,0.1456
1993,18.5000,3.7300,454.3000,0.1517
1994,28.1000,2.4500,340.5000,0.2024
1995,26.3000,2.2800,283.6000,0.2117
1996,19.9000,4.4100,300.0000,0.2926
1997,7.9000,3.9600,385.1000,0.0813
1998,14.0000,6.0200,419.2000,0.2008
1999,8.6000,1.2600,408.4000,0.0266
2000,21.5000,3.3900,193.2000,0.3773
2001,23.5000,3.2800,274.1000,0.2811
2002,27.2000,5.5200,294.7000,0.5096
2003,11.6000,5.6500,588.7000,0.1114
2004,27.8000,2.9900,220.2000,0.3771
2005,20.1000,2.4600,343.3000,0.1440
2006,35.6000,2.6800,462.7000,0.2065
2007,54.0000,3.0200,177.5000,0.9178
2008,53.0000,6.0800,219.3000,1.4688
2009,49.1000,3.9700,622.3000,0.3135
2010,45.9000,1.3000,335.6000,0.1782
2011,23.1000,3.1500,359.0000,0.2028
2012,14.6000,3.5400,426.5000,0.1212
2013,39.1000,1.3200,530.0000,0.0975
2014,18.1000,4.7100,438.5000,0.1942
2015,43.3000,3.2800,248.7000,0.5715
2016,24.4000,4.8300,155.1000,0.7587
2017,22.6000,5.4400,242.3000,0.5073
2018,33.7000,4.5000,393.7000,0.3852
2019,32.9000,5.1900,755.9000,0.2261
