year,S_w_mm,T_spr_C,P_s_mm,SDI
1980,6.0000,9.2000,99.9000,0.5519
1981,1.1000,10.5400,83.3000,0.1390
1982,2.7000,9.8900,48.7000,0.5471
1983,15.3000,8.5200,119.6000,1.0894
1984,4.3000,9.8000,113.8000,0.3699
1985,2.2000,9.3800,124.0000,0.1663
1986,2.5000,9.8300,169.1000,0.1453
1987,5.2000,10.1100,72.7000,0.7223
1988,6.1000,8.7700,105.8000,0.5053
1989,11.4000,9.6400,97.1000,1.1304
1990,12.7000,9.8900,112.4000,1.1166
1991,14.0000,9.8500,50.0000,2.7534
1992,7.6000,10.1300,134.0000,0.5741
1993,12.0000,10.1900,137.7000,0.8872
1994,4.3000,10.6900,186.4000,0.2465
1995,2.5000,9.6800,127.0000,0.1905
1996,5.3000,9.1400,112.3000,0.4308
1997,15.1000,11.7300,135.0000,1.3107
1998,15.1000,11.1400,112.5000,1.4935
1999,2.1000,11.1600,82.3000,0.2843
2000,6.4000,11.4700,56.4000,1.2995
2001,3.5000,10.4400,111.4000,0.3276
2002,7.6000,10.5900,127.5000,0.6307
2003,2.0000,10.5900,151.5000,0.1397
2004,4.6000,11.8100,101.2000,0.5364
2005,6.5000,11.3000,49.5000,1.4806
2006,6.6000,11.0100,48.7000,1.4886
2007,27.9000,10.9100,168.2000,1.8093
2008,14.1000,12.2300,70.8000,2.4316
2009,0.0000,11.8800,75.6000,0.0000
2010,2.8000,9.6900,31.0000,0.8724
2011,2.1000,9.8300,189.2000,0.1090
2012,4.9000,11.1300,101.8000,0.5353
2013,2.2000,13.0500,112.4000,0.2552
2014,10.0000,11.4300,117.9000,0.9684
2015,2.6000,11.4900,66.9000,0.4457
2016,6.7000,11.4400,158.1000,0.4846
2017,2.9000,10.7300,161.2000,0.1929
2018,2.9000,13.1700,203.7000,0.1874
2019,0.8000,11.6500,166.0000,0.0561
