year,S_w_mm,T_spr_C,P_s_mm,SDI
1980,14.4000,9.3000,243.4000,0.5499
1981,19.1000,11.7000,140.2000,1.5931
1982,2.3000,11.2600,146.0000,0.1773
1983,6.9000,11.3500,235.9000,0.3318
1984,22.4000,9.7800,378.5000,0.5789
1985,11.2000,9.6000,434.2000,0.2476
1986,15.9000,10.8600,359.6000,0.4801
1987,32.8000,9.6900,266.0000,1.1943
1988,7.1000,9.7100,227.3000,0.3032
1989,4.9000,12.6300,350.0000,0.1768
1990,15.2000,10.8800,410.9000,0.4024
1991,9.9000,9.8600,400.7000,0.2436
1992,1.0000,10.9800,216.7000,0.0507
1993,5.7000,11.3700,518.3000,0.1251
1994,7.4000,11.2100,543.0000,0.1528
1995,6.6000,10.4400,415.5000,0.1658
1996,9.6000,11.1100,505.4000,0.2110
1997,9.9000,11.8400,277.3000,0.4226
1998,4.7000,12.8700,433.6000,0.1395
1999,5.5000,10.4300,225.4000,0.2544
2000,9.8000,11.8000,243.8000,0.4741
2001,4.2000,12.1300,316.3000,0.1610
2002,5.9000,13.3000,311.3000,0.2520
2003,12.5000,12.2600,410.1000,0.3736
2004,2.8000,12.3000,213.8000,0.1610
2005,5.0000,10.6600,307.0000,0.1735
2006,6.0000,10.5400,262.9000,0.2404
2007,37.6000,10.7700,260.7000,1.5528
2008,0.0000,12.1300,243.7000,0.0000
2009,16.4000,12.2900,177.0000,1.1384
2010,18.1700,8.6500,310.0000,0.5066
2011,0.0000,10.8300,352.7000,0.0000
2012,18.2000,11.0700,376.9000,0.5343
2013,38.2000,9.7300,213.6000,1.7399
2014,3.1000,12.9300,231.3000,0.1732
2015,8.4000,12.4900,195.6000,0.5361
2016,6.6000,12.8700,358.1000,0.2372
2017,13.3000,13.0600,575.1000,0.3019
2018,9.6000,12.5800,167.3000,0.7216
2019,9.1000,13.0600,292.0300,0.4068
