year,S_w_mm,T_spr_C,P_s_mm,SDI
1980,18.9000,13.8800,558.8000,0.4693
1981,14.6000,15.3800,765.2000,0.2935
1982,9.1000,14.3800,629.3000,0.2080
1983,1.6000,14.0600,689.4000,0.0326
1984,12.4000,14.8900,468.1000,0.3943
1985,14.0000,14.5000,356.6000,0.5692
1986,19.7000,14.3300,291.3000,0.9685
1987,3.8000,14.5900,519.2000,0.1068
1988,11.7000,14.0200,278.1000,0.5895
1989,43.9000,14.1000,531.5000,1.1641
1990,17.2000,14.6400,492.6000,0.5109
1991,10.0000,14.3300,266.4000,0.5376
1992,21.2000,14.7800,339.1000,0.9235
1993,18.7000,14.3300,382.7000,0.6999
1994,23.4000,15.0400,239.9000,1.4665
1995,9.4000,14.9400,237.8000,0.5903
1996,7.6000,13.4000,300.8000,0.3384
1997,16.5000,15.8400,182.6000,1.4308
1998,4.7000,15.2400,589.0000,0.1216
1999,0.9000,15.1800,344.1000,0.0397
2000,8.0000,16.5200,445.5000,0.2965
2001,6.3000,15.8000,259.4000,0.3835
2002,4.4000,15.5000,280.9000,0.2427
2003,3.6000,15.0500,361.2000,0.1499
2004,13.2000,16.1100,281.0000,0.7565
2005,2.4000,16.6400,334.2000,0.1195
2006,14.3000,16.2400,190.7000,1.2174
2007,0.0000,16.7200,503.6000,0.0000
2008,8.7000,16.9300,501.0000,0.2940
2009,0.3000,15.6200,346.8000,0.0135
2010,4.3000,14.9000,517.5000,0.1238
2011,0.5000,15.6700,617.5000,0.0127
2012,0.3000,16.7600,482.5000,0.0104
2013,2.6000,17.4000,541.3000,0.0836
2014,3.0000,16.0200,264.5000,0.1817
2015,2.7000,16.6800,305.2000,0.1476
2016,3.9000,16.6000,187.9000,0.3444
2017,9.5000,16.2700,330.6500,0.4674
2018,12.6000,17.5200,380.0000,0.5809
2019,2.1000,16.7300,415.5000,0.0845
