year,S_w_mm,T_spr_C,P_s_mm,SDI
1980,22.6000,7.7800,213.1000,0.8244
1981,6.1000,9.3100,191.8000,0.2959
1982,5.2000,9.8300,330.6000,0.1546
1983,12.7000,8.9900,239.5000,0.4766
1984,13.9000,7.8100,135.4000,0.8009
1985,14.7000,7.8800,301.4000,0.3843
1986,35.6000,8.9800,333.3000,0.9583
1987,19.8000,9.0000,354.8000,0.5022
1988,23.2000,7.8600,380.3000,0.4793
1989,10.1000,9.5300,238.5000,0.4035
1990,30.9000,8.6400,279.2000,0.9555
1991,22.5000,8.1700,232.3000,0.7909
1992,7.9000,9.2900,320.9000,0.2287
1993,20.3000,8.8000,159.1000,1.1217
1994,3.6000,9.9700,283.7000,0.1265
1995,14.4000,8.8100,280.2000,0.4526
1996,5.7000,8.3500,227.9000,0.2088
1997,9.0000,10.3200,242.9000,0.3823
1998,17.2000,10.9200,224.6000,0.8359
1999,1.2000,10.9300,161.0000,0.0814
2000,13.5000,10.3300,249.2000,0.5595
2001,10.4000,10.7700,149.6000,0.7480
2002,12.1000,10.9800,208.4000,0.6374
2003,18.3000,9.9600,218.2000,0.8347
2004,18.2000,10.8300,254.2000,0.7750
2005,12.7000,9.5200,193.9000,0.6235
2006,9.9000,10.4100,182.7000,0.5638
2007,24.5000,10.1000,263.6000,0.9388
2008,9.6000,10.4600,206.0000,0.4874
2009,14.8000,10.9800,255.8000,0.6352
2010,42.2000,7.8500,215.3000,1.5377
2011,14.7000,8.8500,300.4000,0.4331
2012,7.8000,10.8000,189.0000,0.4454
2013,6.5000,10.5500,304.1000,0.2254
2014,14.9000,12.0000,208.0000,0.8589
2015,11.6000,10.7100,245.7000,0.5054
2016,30.1000,11.1700,294.1000,1.1429
2017,11.4000,11.4900,231.0000,0.5669
2018,29.1000,12.4400,231.1000,1.5652
2019,9.1000,11.0900,246.9000,0.4084
