year,S_w_mm,T_spr_C,P_s_mm,SDI
1980,0.5000,15.5400,10.0000,0.7692
1981,1.8000,16.1900,55.0000,0.5288
1982,0.6000,14.3100,22.0000,0.3885
1983,7.6000,13.8400,25.7000,4.0757
1984,1.0000,14.9100,18.7000,0.7932
1985,1.5000,14.2600,2.0000,10.1840
1986,0.1000,12.9500,5.5000,0.2312
1987,0.5000,13.9500,36.8000,0.1890
1988,1.4000,13.2300,20.6000,0.8946
1989,0.3000,12.9300,45.7000,0.0847
1990,14.9000,14.3800,13.0000,16.3539
1991,3.0000,13.9100,41.9000,0.9933
1992,6.6000,14.1500,28.0000,3.3230
1993,7.9000,14.2700,60.4000,1.8639
1994,3.5000,14.0900,15.2000,3.2240
1995,3.7000,13.7200,7.3000,6.8620
1996,1.3000,13.5100,87.8000,0.1999
1997,0.0000,15.2000,24.3000,0.0000
1998,0.4000,14.6500,7.3000,0.7919
1999,2.0000,15.0400,20.1000,1.4887
2000,3.7000,15.3700,29.2000,1.9406
2001,2.9000,15.3600,36.9000,1.2038
2002,5.4000,15.6900,60.9000,1.3894
2003,11.4000,14.6200,13.9000,11.9063
2004,0.4000,16.4600,20.2000,0.3244
2005,2.6000,15.0100,11.2000,3.4531
2006,19.4000,15.6400,32.3000,9.3635
2007,4.2000,16.5900,35.0000,1.9846
2008,14.6000,16.5100,6.9000,34.4347
2009,0.3000,16.0400,1.7000,2.6728
2010,7.2000,15.6000,102.4000,1.0959
2011,2.7000,14.8100,19.1000,2.0825
2012,11.1000,14.9400,52.8000,3.1358
2013,0.0000,16.2600,41.9000,0.0000
2014,0.0000,15.1600,34.8000,0.0000
2015,0.0000,16.2200,21.2000,0.0000
2016,2.5000,17.1100,76.0000,0.5620
2017,8.0000,15.8800,26.0000,4.8682
2018,0.3000,16.7700,39.1000,0.1284
2019,4.8000,16.7900,44.4000,1.8115
