year,S_w_mm,T_spr_C,P_s_mm,SDI
1980,17.8000,6.2600,181.5000,0.6140
1981,23.3000,5.9100,223.4000,0.6158
1982,39.1000,4.8100,148.5000,1.2658
1983,14.0000,4.1300,279.2000,0.2072
1984,17.5000,5.3300,102.0000,0.9142
1985,3.9000,5.8400,195.0000,0.1168
1986,9.3000,5.0300,198.2000,0.2359
1987,16.5000,5.5800,206.7000,0.4456
1988,22.8000,5.2100,232.4000,0.5108
1989,55.6000,4.7600,327.9000,0.8065
1990,23.9000,5.1200,137.8000,0.8871
1991,28.1000,5.9100,187.1000,0.8874
1992,19.0000,5.9800,189.7000,0.5987
1993,48.0000,5.6000,216.4000,1.2421
1994,4.0000,5.7600,205.0000,0.1123
1995,16.0000,5.4900,145.5000,0.6038
1996,17.5000,5.7200,157.8000,0.6339
1997,15.9000,6.1100,196.6000,0.4939
1998,16.3000,7.6100,208.9000,0.5937
1999,4.6000,6.7000,212.7000,0.1449
2000,7.5000,6.1800,152.9000,0.3030
2001,2.7000,5.3400,213.6000,0.0675
2002,17.5000,6.3800,171.2000,0.6517
2003,8.8000,6.5500,169.0000,0.3410
2004,28.8000,6.7800,216.5000,0.9016
2005,41.4000,6.1700,216.8000,1.1774
2006,13.0000,5.6800,197.5000,0.3739
2007,17.5000,7.4100,217.2000,0.5970
2008,20.1000,7.4900,213.1000,0.7063
2009,4.7000,6.9000,176.2000,0.1839
2010,1.8000,7.2200,231.2000,0.0561
2011,5.7000,5.7300,206.4000,0.1581
2012,39.6000,5.9900,190.1000,1.2476
2013,8.9000,7.6600,163.1000,0.4178
2014,2.9000,6.9800,218.9000,0.0925
2015,8.8000,7.1200,189.2000,0.3310
2016,20.2000,7.1900,297.9000,0.4872
2017,21.9000,5.8200,211.7000,0.6016
2018,12.8000,7.3600,318.4000,0.2958
2019,9.4000,6.4900,215.3000,0.2832
