year,S_w_mm,T_spr_C,P_s_mm,SDI
1980,35.6000,3.7600,165.9000,0.8072
1981,32.7000,4.1800,589.3000,0.2319
1982,58.7000,5.2900,155.7000,1.9944
1983,24.4000,5.2300,334.4000,0.3818
1984,31.3000,3.1200,376.1000,0.2593
1985,46.4000,4.8100,260.6000,0.8568
1986,27.6000,4.9600,161.7000,0.8464
1987,39.2000,3.4200,400.7000,0.3341
1988,43.6000,4.2300,252.0000,0.7313
1989,42.6000,5.7000,338.9000,0.7157
1990,37.3000,6.4000,306.3000,0.7788
1991,19.1000,4.6800,472.4000,0.1893
1992,15.8000,4.9900,298.4000,0.2640
1993,14.6000,5.2300,189.3000,0.4029
1994,48.9000,3.9200,413.5000,0.4630
1995,49.6000,4.6200,194.9000,1.1756
1996,43.3000,5.3700,352.2000,0.6596
1997,60.8000,4.6700,360.2000,0.7883
1998,28.4000,7.5000,327.7000,0.6495
1999,84.9000,3.0100,228.4000,1.1171
2000,85.2000,4.7700,296.8000,1.3699
2001,67.1000,5.1900,255.5000,1.3625
2002,47.0000,7.0700,458.8000,0.7244
2003,28.3000,6.4500,241.1000,0.7567
2004,89.8000,5.0400,216.1000,2.0948
2005,62.0000,3.4300,319.4000,0.6659
2006,70.1000,4.2500,424.9000,0.7006
2007,153.5000,4.0200,374.4000,1.6471
2008,38.1000,7.0200,274.0000,0.9757
2009,90.6000,5.4000,301.2000,1.6251
2010,155.4000,3.2700,349.1000,1.4569
2011,20.4000,4.1600,184.0000,0.4609
2012,55.7000,5.2800,207.1000,1.4186
2013,61.5000,3.9100,460.9000,0.5212
2014,80.4000,6.2100,270.8000,1.8427
2015,126.1000,6.0100,413.5000,1.8333
2016,63.3000,6.1100,222.3000,1.7377
2017,39.5000,6.7500,201.2000,1.3239
2018,37.3000,5.7000,291.4000,0.7291
2019,27.1000,6.9000,528.7000,0.3534
