year,S_w_mm,T_spr_C,P_s_mm,SDI
1980,0.0000,9.3900,25.7000,0.0000
1981,0.7000,10.6900,37.5000,0.1990
1982,0.7000,9.9400,22.5000,0.3077
1983,5.0000,9.1500,42.4000,1.0761
1984,5.4000,9.5900,36.0000,1.4341
1985,2.2000,9.1100,19.8000,1.0074
1986,0.0000,9.5600,26.8000,0.0000
1987,4.5000,10.1400,64.5000,0.7061
1988,6.8000,8.8600,34.1000,1.7625
1989,6.6000,10.2900,5.4000,12.3470
1990,11.1000,9.8100,24.7000,4.3897
1991,3.1000,9.7900,56.3000,0.5381
1992,1.1000,10.4800,31.3000,0.3670
1993,9.2000,10.0700,53.9000,1.7154
1994,2.0000,10.0400,28.3000,0.7073
1995,0.0000,9.4800,36.7000,0.0000
1996,3.4000,9.5000,54.1000,0.5958
1997,0.0000,11.9400,30.3000,0.0000
1998,7.9000,11.1900,26.6000,3.3100
1999,5.1000,10.8600,45.4000,1.2169
2000,3.8000,10.9600,30.3000,1.3702
2001,2.6000,10.9500,10.6000,2.6615
2002,4.7000,10.6600,25.8000,1.9344
2003,6.5000,10.3800,46.4000,1.4515
2004,0.6000,12.3000,46.4000,0.1587
2005,11.9000,11.4600,28.5000,4.7696
2006,6.6000,11.2400,21.8000,3.3868
2007,1.3000,11.1300,59.6000,0.2423
2008,12.4000,12.4100,23.1000,6.6305
2009,6.1000,12.0200,12.9000,5.6384
2010,7.2000,9.3400,23.9000,2.8017
2011,2.9000,10.0900,67.7000,0.4314
2012,0.9000,11.4000,34.4000,0.2975
2013,0.0000,12.9900,61.1000,0.0000
2014,0.3000,11.4300,54.5000,0.0628
2015,0.9000,11.5800,17.6000,0.5889
2016,4.1000,11.7900,69.1000,0.6988
2017,0.6000,11.3100,46.6500,0.1452
2018,1.8700,11.5600,44.4500,0.4845
2019,1.8700,11.5600,44.4500,0.4845
