year,S_w_mm,T_spr_C,P_s_mm,SDI
1980,78.0000,3.8300,407.0000,0.7343
1981,64.3000,5.1200,408.3000,0.8067
1982,29.0000,5.5700,384.4000,0.4201
1983,31.1000,6.1000,405.0000,0.4683
1984,38.1000,3.5400,400.6000,0.3365
1985,43.2000,4.5900,502.4000,0.3946
1986,62.1000,4.6700,627.5000,0.4623
1987,81.6000,4.2000,535.5000,0.6405
1988,82.4000,3.8200,472.6000,0.6656
1989,29.6000,5.9100,424.1000,0.4124
1990,79.7000,6.0000,472.2000,1.0121
1991,44.2000,4.1600,582.4000,0.3158
1992,60.9000,5.1000,345.1000,0.8995
1993,33.6000,5.1200,689.7000,0.2493
1994,31.9000,5.0300,495.0000,0.3243
1995,28.5000,4.4500,946.6000,0.1339
1996,65.2000,4.8200,527.6000,0.5960
1997,80.5000,5.2600,239.5000,1.7657
1998,53.9000,8.1000,486.5000,0.8973
1999,64.7000,4.4900,412.9000,0.7039
2000,93.7000,5.2000,410.9000,1.1855
2001,36.1000,5.8200,644.6000,0.3260
2002,71.0000,7.2500,488.4000,1.0537
2003,37.8000,6.2100,413.5000,0.5676
2004,107.2000,5.3400,446.2000,1.2832
2005,59.9000,4.5000,641.9000,0.4200
2006,70.3000,4.8000,474.9000,0.7102
2007,114.6000,4.5500,343.4000,1.5165
2008,40.5000,7.1400,413.6300,0.6992
2009,117.1000,6.1800,334.7000,2.1605
2010,145.9000,3.0900,691.0000,0.6533
2011,28.8000,4.8600,457.7000,0.3057
2012,65.3000,4.9900,483.1000,0.6745
2013,97.1000,3.8300,587.3000,0.6339
2014,50.4000,6.0800,381.9000,0.8019
2015,101.6000,5.9600,407.4000,1.4854
2016,65.3000,6.7500,446.4000,0.9869
2017,51.8000,6.2700,378.9000,0.8569
2018,93.6300,6.4200,541.0000,1.1110
2019,33.3000,6.7300,429.5300,0.5213
