year,S_w_mm,T_spr_C,P_s_mm,SDI
1980,12.3300,8.5100,149.5000,0.7012
1981,1.3000,9.4000,106.6000,0.1145
1982,17.3000,8.6300,81.6000,1.8268
1983,15.9000,7.6000,126.4000,0.9550
1984,2.7000,8.4700,138.7000,0.1647
1985,4.5000,8.7100,149.0000,0.2629
1986,2.0000,8.5100,195.4000,0.0871
1987,6.9000,8.7800,97.8000,0.6188
1988,10.4000,8.0400,158.1000,0.5284
1989,9.2000,8.5200,82.9000,0.9440
1990,12.0000,8.7800,115.5000,0.9117
1991,20.3000,8.6800,148.4000,1.1862
1992,13.2000,9.1500,160.7000,0.7512
1993,25.0000,9.1000,183.6000,1.2390
1994,7.9000,9.3200,215.1000,0.3423
1995,5.7000,8.3800,215.5000,0.2215
1996,8.5000,7.7100,198.2000,0.3304
1997,5.8000,10.0900,200.8000,0.2914
1998,9.5000,10.2400,200.1000,0.4861
1999,1.7000,9.7300,169.0000,0.0978
2000,5.0000,10.0600,175.8000,0.2859
2001,8.5000,8.7800,175.2000,0.4259
2002,10.0000,9.4000,79.6000,1.1796
2003,3.3000,9.4700,151.9000,0.2056
2004,4.5000,9.8900,105.1000,0.4231
2005,4.3000,9.8100,51.6000,0.8163
2006,15.6000,9.7200,100.8000,1.5021
2007,8.1000,10.0800,178.6000,0.4569
2008,17.3000,10.6400,99.1000,1.8550
2009,5.8000,10.3100,111.4000,0.5363
2010,2.7000,8.8600,73.7000,0.3243
2011,4.1000,8.7700,117.5000,0.3057
2012,2.9000,10.0300,115.8000,0.2509
2013,4.3000,11.4700,142.0000,0.3470
2014,7.6000,9.9400,159.0000,0.4747
2015,6.7000,10.0600,96.5000,0.6980
2016,5.0000,10.2200,163.4000,0.3124
2017,11.3000,9.4400,186.2000,0.5729
2018,4.5000,11.1000,214.9000,0.2323
2019,4.6000,10.3700,131.1000,0.3636
