year,S_w_mm,T_spr_C,P_s_mm,SDI
1980,39.2000,2.9400,292.3000,0.3942
1981,78.8000,0.3700,427.4000,0.0689
1982,121.5000,-0.5100,277.2000,-0.2229
1983,111.5000,-0.8900,374.6000,-0.2649
1984,97.7000,0.5900,339.1000,0.1694
1985,56.4000,0.8700,345.4000,0.1414
1986,65.2000,-0.1000,367.7000,-0.0171
1987,107.6000,0.3500,303.5000,0.1233
1988,69.8000,0.4700,223.9000,0.1460
1989,114.6000,-0.1500,345.9000,-0.0504
1990,114.6000,-0.2100,273.8000,-0.0896
1991,59.1000,0.6900,255.6000,0.1590
1992,67.5000,0.8500,370.5000,0.1552
1993,109.5000,0.9000,242.6000,0.4080
1994,115.2000,0.3900,270.4000,0.1666
1995,76.0000,0.2500,416.2000,0.0448
1996,87.5000,0.8800,274.1000,0.2823
1997,96.8000,0.6200,245.5000,0.2425
1998,53.3000,2.1100,296.3000,0.3802
1999,55.0000,1.1800,341.1000,0.1898
2000,41.3000,0.4100,209.3000,0.0800
2001,102.1000,-0.1900,199.8000,-0.0988
2002,83.0000,1.1500,178.9000,0.5348
2003,63.1000,1.5400,314.6000,0.3093
2004,48.5000,1.1700,404.2000,0.1407
2005,76.9000,0.9500,283.5000,0.2573
2006,74.7000,0.6300,289.4000,0.1613
2007,44.9000,2.0700,401.1000,0.2321
2008,58.0000,1.5700,304.4000,0.2981
2009,103.9000,1.5200,370.4000,0.4249
2010,39.9000,1.8500,340.3000,0.2165
2011,106.4000,0.3000,351.0000,0.0899
2012,79.0000,1.4900,346.6000,0.3391
2013,81.8000,1.6500,267.1000,0.5041
2014,79.2000,1.6000,249.8000,0.5071
2015,62.5000,1.8600,217.5000,0.5336
2016,137.6000,1.7200,338.0000,0.7007
2017,107.6000,0.8100,331.5000,0.2617
2018,107.8000,2.0900,417.3000,0.5401
2019,76.6000,1.5600,318.1000,0.3750
