year,S_w_mm,T_spr_C,P_s_mm,SDI
1980,21.0000,7.9900,351.4000,0.4771
1981,52.7000,10.0100,368.3000,1.4314
1982,8.4000,9.5100,466.0000,0.1714
1983,25.7000,9.4000,218.2000,1.1068
1984,50.5000,8.3100,452.1000,0.9281
1985,20.7000,8.3700,559.2000,0.3100
1986,36.6000,9.4800,494.1000,0.7019
1987,41.0000,7.8200,428.4000,0.7484
1988,25.9000,8.2700,420.3000,0.5097
1989,17.9000,11.1600,256.6000,0.7782
1990,69.5000,9.7400,287.8000,2.3524
1991,29.5000,8.7900,621.3000,0.4175
1992,20.7000,10.0900,145.6000,1.4337
1993,23.6000,10.4600,286.5000,0.8612
1994,15.0000,9.9200,458.3000,0.3246
1995,18.7000,9.2900,512.6000,0.3390
1996,21.9000,9.4700,401.4000,0.5165
1997,17.9000,10.8000,315.7000,0.6124
1998,12.6000,10.3400,500.2000,0.2604
1999,25.2000,9.1300,301.7000,0.7622
2000,54.9000,10.0100,452.6000,1.2136
2001,14.6000,9.5800,244.8000,0.5714
2002,33.4000,11.6100,249.3000,1.5547
2003,18.7000,10.3600,362.6000,0.5340
2004,25.0000,10.2500,327.4000,0.7824
2005,5.9000,8.9100,376.3000,0.1397
2006,24.6000,9.0100,463.3000,0.4782
2007,24.5000,10.0200,288.9000,0.8494
2008,0.1000,10.4300,341.8000,0.0030
2009,28.5000,10.2100,365.0000,0.7972
2010,32.8000,7.2600,695.3000,0.3423
2011,0.7000,9.8600,480.1000,0.0144
2012,17.5000,9.6600,611.1000,0.2767
2013,28.4000,8.8000,292.0000,0.8552
2014,4.8000,11.3900,124.6000,0.4384
2015,11.8000,10.8100,235.6000,0.5410
2016,3.0000,11.1400,503.0000,0.0664
2017,11.3000,11.6100,277.3000,0.4729
2018,11.9000,10.9100,331.9000,0.3912
2019,10.5000,11.6600,377.9300,0.3238
